Conference,Year,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,IEEE Xplore Number Guessed,Deduped author names,filename,References,
VAST,2008,,C,"Kapler, T.;Eccles, R.;Harper, R.;Wright, W.",37704437500;37425695700;37594531000;37654961400,,"Kapler, T.;Eccles, R.;Harper, R.;Wright, W.",kapler_vast_08,4035741;963281;1382887;1173160,
VAST,2008,,C,"Andrienko, G.;Andrienko, N.",37283047100;37283047700,,"Andrienko, G.;Andrienko, N.",andrienk_vast_08,,
VAST,2008,,C,"Sye-Min Chan;Ling Xiao;Gerth, J.;Hanrahan, P.",37881321800;37836526900;37840462500;37349803800,,"Sye-Min Chan;Ling Xiao;Gerth, J.;Hanrahan, P.",chan_vast_08,4035755;4388998,
VAST,2008,,C,"Robinson, A.C.",37829187900,,"Robinson, A.",robinson_vast_08,4389011;4376133;4376145,
VAST,2008,,C,"Oelke, D.;Bak, P.;Keim, D.A.;Last, M.;Danon, G.",37591207400;37392085400;37283138700;37270862400;37872415700,,"Oelke, D.;Bak, P.;Keim, D.A.;Last, M.;Danon, G.",oelke_vast_08,398863;528686;4389004,
VAST,2008,,C,"Dong Hyun Jeong;Wenwen Dou;Lipford, H.R.;Stukes, F.;Chang, R.;Ribarsky, W.",37400451800;37606064200;37601288800;37601289000;37592409400;37300425000,,"Dong Hyun Jeong;Wenwen Dou;Lipford, H.R.;Stukes, F.;Chang, R.;Ribarsky, W.",jeong_vast_08,4389009,
VAST,2008,,C,"Green, T.M.;Ribarsky, W.;Fisher, B.",37403562900;37300425000;37267458000,,"Green, T.M.;Ribarsky, W.;Fisher, B.",green_vast_08,1532781;4035765;4376137;4389006;4389005;4389009;528686,
VAST,2008,,C,"Bier, E.A.;Card, S.K.;Bodnar, J.W.",37282252000;37444594200;37830251400,,"Bier, E.A.;Card, S.K.;Bodnar, J.W.",bier_vast_08,4035744;4389006,
VAST,2008,,C,"Savikhin, A.;Maciejewski, R.;Ebert, D.S.",37681662800;37396008400;38472157100,,"Savikhin, A.;Maciejewski, R.;Ebert, D.S.",savikhin_vast_08,,
VAST,2008,,C,"Fisher, D.;Hoff, A.;Robertson, G.;Hurst, M.",37542391000;37867220900;37448060300;37884821400,,"Fisher, D.;Hoff, A.;Robertson, G.;Hurst, M.",fisher_vast_08,1532122;801851,
VAST,2008,,C,"Gotz, D.;Zhou, M.X.",37601397400;37399569300,,"Gotz, D.;Zhou, M.X.",gotz_vast_08,1382890;559213;4376131;1532788;4388992;1532136;729560;1382902;4035747;885092;146375;1183791,
VAST,2008,,C,"Pike, W.A.;Bruce, J.;Baddeley, B.;Best, D.;Franklin, L.;May, R.;Rice, D.M.;Riensche, R.;Younkin, K.",38330085300;37686679000;37295089300;37872380700;37867848700;37352747200;37866654000;37295087900;37697482300,,"Pike, W.A.;Bruce, J.;Baddeley, B.;Best, D.;Franklin, L.;May, R.;Rice, D.M.;Riensche, R.;Younkin, K.",pike_vast_08,4376131;4015432;4388996;1532133;398874;4389006;4388991,
VAST,2008,,C,"Reddy, C.K.;Pokharkar, S.;Tin Kam Ho",;37871721600;37331517300,,"Reddy, C.K.;Pokharkar, S.;Tin Kam Ho",reddy_vast_08,4388999,
VAST,2008,,C,"Barlowe, S.;Tianyi Zhang;Yujie Liu;Jing Yang;Jacobs, D.",37591128900;37875136000;37537604400;37292632600;37883522400,,"Barlowe, S.;Tianyi Zhang;Yujie Liu;Jing Yang;Jacobs, D.",barlowe_vast_08,1532142;1382902;485140;485139;1382892;1382893,
VAST,2008,,C,"Chen Yu;Yiwen Zhong;Smith, T.;Park, I.;Weixia Huang",37404663400;37876145600;37872609000;37872999700;37874639400,,"Chen Yu;Yiwen Zhong;Smith, T.;Park, I.;Weixia Huang",yu_vast_08,963273;801851,
VAST,2008,,C,"Weaver, C.",37564883300,,"Weaver, C.",weaver_vast_08,4015439;4035745;1249024;885086;346302;729560;4376133;4389006,
VAST,2008,X,M,"Andrysco, N.;Benes, B.;Gurney, K.",37660812000;37282737400;37297987800,,"Andrysco, N.;Benes, B.;Gurney, K.",,,
VAST,2008,X,M,"Jae-wook Ahn;Brusilovsky, P.",37290862300;37265243700,,"Jae-wook Ahn;Brusilovsky, P.",,,
VAST,2008,X,M,"Lammarsch, T.",37646290500,,"Lammarsch, T.",,,
VAST,2008,X,M,"Montemayor, J.;Diehl, C.;Pekala, M.;Patrone, D.",37295585500;37331563200;37270659700;37871719400,,"Montemayor, J.;Diehl, C.;Pekala, M.;Patrone, D.",,,
VAST,2008,X,M,"Ye Zhao;Alsakran, J.;Xinlei Zhao",37277701200;37846905500;37880820400,,"Ye Zhao;Alsakran, J.;Xinlei Zhao",,,
VAST,2008,X,M,"Pascual-Cid, V.",37546950000,,"Pascual-Cid, V.",,,
VAST,2008,X,M,"Shrinivasan, Y.B.;van Wijk, J.J.",37681468200;37267249200,,"Shrinivasan, Y.B.;van Wijk, J.J.",,,
VAST,2008,X,M,"Godwin, A.;Chang, R.;Kosara, R.;Ribarsky, W.",37593027200;37592409400;37282563400;37300425000,,"Godwin, A.;Chang, R.;Kosara, R.;Ribarsky, W.",,,
VAST,2008,X,M,"Giereth, M.;Bosch, H.;Ertl, T.",37681276000;37683989300;37268023800,,"Giereth, M.;Bosch, H.;Ertl, T.",,,
VAST,2008,X,M,"Gerhardt, F.J.;Meyer, J.",37645639800;37279771900,,"Gerhardt, F.J.;Meyer, J.",,,
VAST,2008,X,M,"Swing, E.",,,"Swing, E.",,,
VAST,2008,X,M,"Correa, C.D.;Crnovrsanin, T.;Muelder, C.;Zeqian Shen;Armstrong, R.;Shearer, J.;Kwan-Liu Ma",;;;;;;,,"Correa, C.;Crnovrsanin, T.;Muelder, C.;Zeqian Shen;Armstrong, R.;Shearer, J.;Kwan-Liu Ma",,,
VAST,2008,X,M,Qi Ye;Tian Zhu;Deyong Hu;Bin Wu;Nan Du;Bai Wang,;;;;;,,Qi Ye;Tian Zhu;Deyong Hu;Bin Wu;Nan Du;Bai Wang,,,
VAST,2008,X,M,"Farrugia, M.;Quigley, A.",;,,"Farrugia, M.;Quigley, A.",,,
VAST,2008,X,M,"Andrienko, N.;Andrienko, G.",;,,"Andrienko, N.;Andrienko, G.",,,
VAST,2008,X,M,"Bouvier, D.J.;Oates, B.",;,,"Bouvier, D.J.;Oates, B.",,,
VAST,2008,X,M,"Simeone, A.L.;Paolo, B.",;,,"Simeone, A.L.;Paolo, B.",,,
VAST,2008,X,M,"Chien, L.;Tat, A.;Proulx, P.;Khamisa, A.;Wright, W.",;;;;,,"Chien, L.;Tat, A.;Proulx, P.;Khamisa, A.;Wright, W.",,,
VAST,2008,X,M,"Pellegrino, D.;Chi-Chun Pan;Robinson, A.;Stryker, M.;Junyan Luo;Weaver, C.;Mitra, P.;Chaomei Chen;Turton, I.;MacEachren, A.",;;;;;;;;;,,"Pellegrino, D.;Chi-Chun Pan;Robinson, A.;Stryker, M.;Junyan Luo;Weaver, C.;Mitra, P.;Chaomei Chen;Turton, I.;MacEachren, A.M.",,,
VAST,2008,X,M,"Payne, J.;Solomon, J.;Sankar, R.;McGrew, B.",;;;,,"Payne, J.;Solomon, J.;Sankar, R.;McGrew, B.",,,
VAST,2008,X,M,"Holland, B.;Kuchy, L.;Dalton, J.",;;,,"Holland, B.;Kuchy, L.;Dalton, J.",,,
VAST,2008,X,M,"Miklin, R.;Lipic, T.;Konyha, Z.;Beric, M.;Freiler, W.;Matkovic, K.;Gracanin, D.",;;;;;;,,"Miklin, R.;Lipic, T.;Konyha, Z.;Beric, M.;Freiler, W.;Matkovic, K.;Gracanin, D.",,,
VAST,2008,X,M,"Perer, A.",,,"Perer, A.",,,
VAST,2008,X,M,"Grinstein, G.;Plaisant, C.;Laskowski, S.;O'Connell, T.;Scholtz, J.;Whiting, M.",;;;;;,,"Grinstein, G.;Plaisant, C.;Laskowski, S.;O'Connell, T.;Scholtz, J.;Whiting, M.",,,
InfoVis,2007,,T,"Ellis, G.;Dix, A.",37283380700;37283381700,,"Ellis, G.;Dix, A.",ellis_infovis_07,1249018;885092;4015422;1532819;1249008;809866;885091;745301;636789;1173156;1249019;636792;528685;1382895;4015444,
InfoVis,2007,,T,"Tan, D.S.;Smith, G.;Bongshin Lee;Robertson, G.G.",37955052000;37960251500;37293389400;37448060300,,"Tan, D.S.;Smith, G.;Bongshin Lee;Robertson, G.",tan_infovis_07,1173148;1173158;636718;4035741,
InfoVis,2007,,T,"Heer, J.;Robertson, G.G.",37550791300;37448060300,,"Heer, J.;Robertson, G.",heer_infovis_07,801854;963279;1173148,
InfoVis,2007,,T,"Blanch, R.;Lecolinet, E.",37945254300;,,"Blanch, R.;Lecolinet, E.",blanch_infovis_07,1382899;1532128;1532129;1173156;1382907;801860;4015431;1173148;1532132,
InfoVis,2007,,T,"Pousman, Z.;Stasko, J.T.;Mateas, M.",37945316800;37267736900;37329261300,,"Pousman, Z.;Stasko, J.;Mateas, M.",pousman_infovis_07,1532126;1382897;1249031;1382903;146375,
InfoVis,2007,,T,"Graham, M.;Kennedy, J.",37739295500;37334180100,,"Graham, M.;Kennedy, J.",graham_infovis_07,1532129;1173148;1173153;885091;175815;1382885;1532152,
InfoVis,2007,,T,"Dykes, J.;Brunsdon, C.",37605079900;37945380100,,"Dykes, J.;Brunsdon, C.",dykes_infovis_07,,
InfoVis,2007,,T,"Fisher, D.",37542391000,,"Fisher, D.",fisher_infovis_07,1532122;4015428,
InfoVis,2007,,T,"Isenberg, P.;Carpendale, S.",;37285000100,,"Isenberg, P.;Carpendale, S.",isenberg_infovis_07,885091;4015437,
InfoVis,2007,,T,"Wood, J.;Dykes, J.;Slingsby, A.;Clarke, K.",37399045100;37605079900;37590960700;37548107100,,"Wood, J.;Dykes, J.;Slingsby, A.;Clarke, K.",wood_infovis_07,528686;1382904,
InfoVis,2007,,T,"Remco Chang;Wessel, G.;Kosara, R.;Sauda, E.;Ribarsky, W.",37592409400;37948880500;37282563400;37945352600;37300425000,,"Chang, R.;Wessel, G.;Kosara, R.;Sauda, E.;Ribarsky, W.",chang_infovis_07,1382904;146402;1532149,
InfoVis,2007,,T,"Viegas, F.B.;Wattenberg, M.;van Ham, F.;Kriss, J.;McKeon, M.",37681355300;37550759700;37326291000;37830149600;37542455400,,"Viegas, F.B.;Wattenberg, M.;van Ham, F.;Kriss, J.;McKeon, M.",viegas_infovis_07,1532122;175820;1249007,
InfoVis,2007,,T,"Frishman, Y.;Tal, A.",37646534300;37337567000,,"Frishman, Y.;Tal, A.",frishman_infovis_07,1382906,
InfoVis,2007,,T,"Henry, N.;Fekete, J.;McGuffin, M.J.",37839948300;37407972900;37403234300,,"Henry, N.;Fekete, J.;McGuffin, M.J.",henry_infovis_07,4015417;4035752;1532126;1382907;4015433;1532129;4015424;4015425;1382905;1249011,
InfoVis,2007,,T,"Lam, H.;Munzner, T.;Kincaid, R.",37873130000;37349490300;37587984100,,"Lam, H.;Munzner, T.;Kincaid, R.",lam_infovis_07,1532136;1532838;1382903;146375,
InfoVis,2007,,T,"Willett, W.;Heer, J.;Agrawala, M.",37945380800;37550791300;37282718200,,"Willett, W.;Heer, J.;Agrawala, M.",willett_infovis_07,801862,
InfoVis,2007,,T,"Yi Mao;Dillon, J.V.;Lebanon, G.",37957484800;37954686000;37427770800,,"Yi Mao;Dillon, J.V.;Lebanon, G.",mao_infovis_07,398863;745302;963287;963273;885097,
InfoVis,2007,,T,"Mackinlay, J.;Hanrahan, P.;Stolte, C.",37372036700;37349803800;37442008700,,"Mackinlay, J.;Hanrahan, P.;Stolte, C.",mackinlay_infovis_07,885086,
InfoVis,2007,,T,"Tory, M.;Sprague, D.W.;Fuqu Wu;Wing Yan So;Munzner, T.",37275861300;37568763300;37956239000;37952248400;37349490300,,"Tory, M.;Sprague, D.W.;Fuqu Wu;Wing Yan So;Munzner, T.",tory_infovis_07,1382891;1382900;1173146;528686,
InfoVis,2007,,T,"Ji Soo Yi;Youn ah Kang;Stasko, J.T.;Jacko, J.A.",;;;,,"Ji Soo Yi;Youn-ah Kang;Stasko, J.;Jacko, J.A.",yi_infovis_07,346302;1532136;559213;175794;1532126;885091;801860;885086,
InfoVis,2007,,T,"Collins, C.;Carpendale, S.",;,,"Collins, C.;Carpendale, S.",collins_infovis_07,1250400;146402;4015424;175815;1249008;963279;4015425,
InfoVis,2007,,T,"Mansmann, F.;Keim, D.A.;North, S.C.;Rexroad, B.;Sheleheda, D.",37392086200;;;;,,"Mansmann, F.;Keim, D.A.;North, S.C.;Rexroad, B.;Sheleheda, D.",mansmann_infovis_07,4035756;1173156;1382888;175815,
InfoVis,2007,,T,"Cammarano, M.;Xin Dong;Bryan Chan;Klingner, J.;Talbot, J.;Halevy, A.;Hanrahan, P.",;;;;;;,,"Cammarano, M.;Xin Dong;Bryan Chan;Klingner, J.;Talbot, J.;Halevy, A.;Hanrahan, P.",cammarano_infovis_07,885086;346302;559210,
InfoVis,2007,,T,"Kadaba, N.R.;Irani, P.P.;Leboe, J.",37567251500;;,,"Kadaba, N.R.;Irani, P.;Leboe, J.",kadaba_infovis_07,1249025,
InfoVis,2007,,T,Ying Tu;Han-Wei Shen,37875062100;,,Ying Tu;Han-Wei Shen,tu_infovis_07,801860;1532145;4015431;175815,
InfoVis,2007,,T,"Ivanov, Y.A.;Wren, C.R.;Sorokin, A.;Kaur, I.",;;;,,"Ivanov, Y.A.;Wren, C.R.;Sorokin, A.;Kaur, I.",ivanov_infovis_07,1382887;1532122,
InfoVis,2007,,T,"Hagh-Shenas, H.;Sunghee Kim;Interrante, V.;Healey, C.",;;;,,"Hagh-Shenas, H.;Sunghee Kim;Interrante, V.;Healey, C.",shenas_infovis_07,1532140;1250362;809905;1532137,
SciVis,2007,,T,"Plate, J.;Holtkaemper, T.;Froehlich, B.",37442670800;;37282977500,,"Plate, J.;Holtkaemper, T.;Froehlich, B.",plate_vis_07,1250406;1250384;1183762,
SciVis,2007,,T,"Damera-Venkata, N.;Chang, N.L.;DiCarlo, J.M.",;37596623500;,,"Damera-Venkata, N.;Chang, N.L.;DiCarlo, J.M.",damera-venkata_vis_07,809883,
SciVis,2007,,T,Xuexiang Xie;Ying He;Feng Tian;Hock-Soon Seah;Xianfeng Gu;Hong Qin,37629748900;37532431100;37271188400;37282337400;37276603700;37276553900,,Xuexiang Xie;Ying He;Feng Tian;Hock-Soon Seah;Xianfeng Gu;Hong Qin,xie_vis_07,1250414;885694;1183777;5613473;1532856;480795,
SciVis,2007,,T,"Giesen, J.;Mueller, K.;Schuberth, E.;Lujin Wang;Zolliker, P.",37325999500;37273119700;37703642700;37280763200;37680882500,,"Giesen, J.;Mueller, K.;Schuberth, E.;Lujin Wang;Zolliker, P.",giesen_vis_07,4015471;1532834;4015448;1250412;1532149;4015502,
SciVis,2007,,T,"Dillard, S.E.;Bingert, J.F.;Thoma, D.;Hamann, B.",37945275200;37377270300;;37282068700,,"Dillard, S.E.;Bingert, J.F.;Thoma, D.;Hamann, B.",dillard_vis_07,885706;1532823;663887,
SciVis,2007,,T,"Yi Wang;Krum, D.M.;Coelho, E.M.;Bowman, D.A.",37601156200;37391946800;37875473700;37282977600,,"Yi Wang;Krum, D.;Coelho, E.M.;Bowman, D.A.",wang_vis_07,1250396;4015469;1250401;1250400;1532836;1532782,
SciVis,2007,,T,"Weinkauf, T.;Sahner, J.;Theisel, H.;Hege, H.-C.",37282635100;37565764600;37266875400;37282272000,,"Weinkauf, T.;Sahner, J.;Theisel, H.;Hege, H.-C.",weinkauf_vis_07,809896;1532851;745296,
SciVis,2007,,T,"Termeer, M.;Bescos, J.O.;Breeuwer, M.;Vilanova, A.;Gerritsen, F.;Groller, M.E.",37869997400;;37374875300;37282551500;37374887400;,,"Termeer, M.;Bescos, J.O.;Breeuwer, M.;Vilanova, A.;Gerritsen, F.;Groller, E.",termeer_vis_07,1250386;1183754;4015449;1372221,
SciVis,2007,,T,"Garth, C.;Gerhardt, F.;Tricoche, X.;Hagen, H.",37282573700;37645639800;37282575100;,,"Garth, C.;Gerhardt, F.;Tricoche, X.;Hagen, H.",garth_vis_07,1372196,
SciVis,2007,,T,"Gyulassy, A.;Natarajan, V.;Pascucci, V.;Hamann, B.",37870001700;37278509300;37284312600;37282068700,,"Gyulassy, A.;Natarajan, V.;Pascucci, V.;Hamann, B.",gyulassy2_vis_07,1372235;885680;745329;745312;1532839;885703,
SciVis,2007,,T,"Jalba, A.C.;Roerdink, J.B.T.",37279264300;37279298200,,"Jalba, A.C.;Roerdink, J.B.T.",jalba_vis_07,,
SciVis,2007,,T,"Sadlo, F.;Peikert, R.",37282541900;37282541100,,"Sadlo, F.;Peikert, R.",sadlo_vis_07,809896;1372213,
SciVis,2007,,T,"Bruckner, S.;Groller, M.E.",38485349900;,,"Bruckner, S.;Groller, E.",bruckner_vis_07,1250414;4015450;885694;663912;1250394;4015442;1372209;175805;4015472,
SciVis,2007,,T,"Wiebel, A.;Tricoche, X.;Schneider, D.;Janicke, H.;Scheuermann, G.",37565763400;37282575100;37869538100;;37282574800,,"Wiebel, A.;Tricoche, X.;Schneider, D.;Jänicke, H.;Scheuermann, G.",wiebel_vis_07,1372214;4015497;4015451;146359;1532851;809896,
SciVis,2007,,T,"Bair, A.;House, D.",37565577300;37284216700,,"Bair, A.;House, D.",bair_vis_07,1532782;4015473;964505;1249022;4015474,
SciVis,2007,,T,"Beyer, J.;Hadwiger, M.;Wolfsberger, S.;Buhler, K.",37409575800;37394809600;37282642600;,,"Beyer, J.;Hadwiger, M.;Wolfsberger, S.;Buhler, K.",beyer_vis_07,1250384;745311;1250386;1372237,
SciVis,2007,,T,"Correa, C.D.;Silver, D.;Min Chen",37282925900;37274132700;37280982800,,"Correa, C.;Silver, D.;Chen, M.",correa_vis_07,885696;4015466;1250400;4015449;1250401;1382903;1183777;4015467;964519;1372190;885694;1532856;1532818,
SciVis,2007,,T,"Wald, I.;Friedrich, H.;Knoll, A.;Hansen, C.D.",37282958300;37412440500;37692671900;37266777200,,"Wald, I.;Friedrich, H.;Knoll, A.;Hansen, C.",wald_vis_07,1532796;4015496;1250390;4015501;1250384;745713;745300,
SciVis,2007,,T,"Lauterbach, C.;Chandak, A.;Manocha, D.",37606258500;37883391100;37267825600,,"Lauterbach, C.;Chandak, A.;Manocha, D.",lauterbach_vis_07,4015479;1532790,
SciVis,2007,,T,"Oeltze, S.;Doleisch, H.;Hauser, H.;Muigg, P.;Preim, B.",37424645600;37546620400;37274158800;37546620600;37424645300,,"Oeltze, S.;Doleisch, H.;Hauser, H.;Muigg, P.;Preim, B.",oeltze_vis_07,885739,
SciVis,2007,,T,"Jeong, W.-K.;Fletcher, P.T.;Ran Tao;Whitaker, R.T.",37268212100;37266394000;37958455500;37267322600,,"Jeong, W.-K.;Fletcher, P.T.;Ran Tao;Whitaker, R.T.",jeong_vis_07,1250358;1250357,
SciVis,2007,,T,"Kniss, J.;Hunt, W.;Potter, K.;Sen, P.",37324263400;;37665456000;37401656800,,"Kniss, J.;Hunt, W.;Potter, K.;Sen, P.",kniss_vis_07,1532839;1532807,
SciVis,2007,,T,"Feng Qiu;Fang Xu;Zhe Fan;Neophytos, N.;Kaufman, A.;Mueller, K.",37416126400;37275296400;37273608100;37945247700;37268052800;37273119700,,"Feng Qiu;Fang Xu;Zhe Fan;Neophytos, N.;Kaufman, A.;Mueller, K.",qiu_vis_07,1372174;964498;1250384;1532811,
SciVis,2007,,T,"Michel, F.;Deines, E.;Hering-Bertram, M.;Garth, C.;Hagen, H.",37838754300;37282727900;;37282573700;37282578800,,"Michel, F.;Deines, E.;Hering-Bertram, M.;Garth, C.;Hagen, H.",michel_vis_07,4015479;1532790,
SciVis,2007,,T,"Kohlmann, P.;Bruckner, S.;Kanitsar, A.;Kanitsar, A.",37623778100;37265895700;37282727500;,,"Kohlmann, P.;Bruckner, S.;Kanitsar, A.;Kanitsar, A.",kohlmann_vis_07,1532834;4015449;1532833,
SciVis,2007,,T,"Cipriano, G.;Gleicher, M.",37882969500;37282585700,,"Cipriano, G.;Gleicher, M.",cipriano_vis_07,398882;1183769;1532822;1183780;1372208;4015487,
SciVis,2007,,T,"Schlemmer, M.;Heringer, M.;Morr, F.;Hotz, I.;Bertram, M.-H.;Garth, C.;Kollmann, W.;Hamann, B.;Hagen, H.",37946182500;37945209200;37945208900;37282721800;37282067000;37282573700;37722986700;37282068700;37282578800,,"Schlemmer, M.;Heringer, M.;Morr, F.;Hotz, I.;Bertam, M.;Garth, C.;Kollmann, W.;Hamann, B.;Hagen, H.",schlemmer_vis_07,1372207;809873;1532858;1250372,
SciVis,2007,,T,"Janicke, H.;Wiebel, A.;Scheuermann, G.;Kollmann, W.",;;;,,"Jänicke, H.;Wiebel, A.;Scheuermann, G.;Kollmann, W.",jaenicke_vis_07,809865;1250372;4015447;809905;4015473;1250383,
SciVis,2007,,T,"Smith, R.C.;Pawlicki, R.;Kokai, I.R.;Finger, J.;Vetter, T.",37280035100;37282920800;;37956948500;37281818300,,"Smith, R.C.;Pawlicki, R.;Kokai, I.R.;Finger, J.;Vetter, T.",smith_vis_07,,
SciVis,2007,,T,"Scheidegger, C.E.;Vo, H.T.;Koop, D.;Freire, J.;Silva, C.T.",37550809300;37549893300;37647314800;37283149600;37275249200,,"Scheidegger, C.E.;Vo, H.T.;Koop, D.;Freire, J.;Silva, C.T.",schneidegger_vis_07,1532781;1382890;1372192;1532788;1532795,
SciVis,2007,,T,"Sung-Eui Yoon;Lindstrom, P.",;37269320000,,"Sung-Eui Yoon;Lindstrom, P.",yoon_vis_07,1183796;4015488;1532800;4015484;964532,
SciVis,2007,,T,"Bhasker, E.;Juang, R.;Majumder, A.",37828782600;37927188200;37408075400,,"Bhasker, E.;Juang, R.;Majumder, A.",bhasker_vis_07,964508;4015470;885685;1183793;885684;809883,
SciVis,2007,,T,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Hauser, H.",37546620600;37394809600;37546620400;37274158800,,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Hauser, H.",muigg_vis_07,4015496;1250390;4015450;964514;4015449;4015501;4015486;885683;1250384;964512;809908,
SciVis,2007,,T,"Fuller, A.R.;Zawadzki, R.J.;Choi, S.;Wiley, D.F.;Werner, J.S.;Hamann, B.",37953777500;37945292600;37964205700;37282066500;37950733300;37282068700,,"Fuller, A.R.;Zawadzki, R.J.;Choi, S.;Wiley, D.F.;Werner, J.S.;Hamann, B.",fuller_vis_07,964519;1250413,
SciVis,2007,,T,"Rautek, P.;Bruckner, S.;Groller, E.",37828701300;37265895700;37284271200,,"Rautek, P.;Bruckner, S.;Groller, E.",rautek_vis_07,1372194;1532792;1532807;1250414;1372209;1532856;4015446;4015460,
SciVis,2007,,T,"Hui Zhang;Hanson, A.J.",37559775500;37333439100,,"Hui Zhang;Hanson, A.J.",zhang_vis_07,568120;1532804,
SciVis,2007,,T,"Yuan Chen;Cohen, J.D.;Krolik, J.H.",37965943900;37275763600;37955208400,,"Yuan Chen;Cohen, J.D.;Krolik, J.H.",chen_vis_07,1532831;1532832;1372198;964530;4015453;885690,
SciVis,2007,,T,"McGraw, T.;Nadar, M.",37294450700;37294453300,,"McGraw, T.;Nadar, M.",mcgraw_vis_07,1532780;4015499;1250384;745294;809886;1532779;1532777;809904;4015480,
SciVis,2007,,T,"Heinzl, C.;Kastner, J.;Groller, E.",37400391300;37947609000;,,"Heinzl, C.;Kastner, J.;Groller, E.",heinzl_vis_07,1250418;964519,
SciVis,2007,,T,"Caban, J.J.;Joshi, A.;Rheingans, P.",;37278517400;37282292000,,"Caban, J.J.;Joshi, A.;Rheingans, P.",caban_vis_07,1250374;885694;745288;567807,
SciVis,2007,,T,"Niski, K.;Cohen, J.D.",;,,"Niski, K.;Cohen, J.D.",niski_vis_07,1532786,
SciVis,2007,,T,"Biddiscombe, J.;Geveci, B.;Martin, K.;Moreland, K.;Thompson, D.",37948935700;37282729500;37436263300;37284250900;37265831900,,"Biddiscombe, J.;Geveci, B.;Martin, K.;Moreland, K.;Thompson, D.",biddiscombe_vis_07,1532793;235219;1532795;175794;1372217;885092;480821,
SciVis,2007,,T,"Weber, G.H.;Bremer, P.-T.;Pascucci, V.",37411444100;;,,"Weber, G.H.;Bremer, P.-T.;Pascucci, V.",weber_vis_07,1372235;745303;235215;809932;1382888;663860;663875;1173159;1183772;1532839;1250376,
SciVis,2007,,T,"Schultz, T.;Theisel, H.;Seidel, H.-P.",37606352800;37266875400;37271851300,,"Schultz, T.;Theisel, H.;Seidel, H.-P.",schultz_vis_07,809894;1532777;1532841;346326;1532778;346326,
SciVis,2007,,T,"Gyulassy, A.G.;Duchaineau, M.A.;Vijay Natarajan;Pascucci, V.;Bringa, E.M.;Higginbotham, A.;Hamann, B.",37870001700;37267813100;37278509300;;37320622500;37848485600;37282068700,,"Gyulassy, A.;Duchaineau, M.;Vijay Natarajan;Pascucci, V.;Bringa, E.M.;Higginbotham, A.;Hamann, B.",gyulassy1_vis_07,1532839;1532783;1250356;1372235;885680;885703,
SciVis,2007,,T,"Meyer, M.;Kirby, R.M.;Whitaker, R.",37564728700;37275716100;37267322600,,"Meyer, M.;Kirby, R.M.;Whitaker, R.T.",meyer_vis_07,1183766;1250414;1250363;4015483;1183808;885705,
SciVis,2007,,T,"Fout, N.;Kwan-Liu Ma",;,,"Fout, N.;Kwan-Liu Ma",fout_vis_07,1183757;964541_06;1372194;398845;1250357;480812;1250385,
SciVis,2007,,T,"Lampe, O.D.;Viola, I.;Reuter, N.;Hauser, H.",;;;,,"Lampe, O.D.;Viola, I.;Reuter, N.;Hauser, H.",lampe_vis_07,1532859;559215;885733;4015487,
SciVis,2007,,T,"Lundstrom, C.;Ljung, P.;Persson, A.;Ynnerman, A.",;;;,,"Lundstrom, C.;Ljung, P.;Persson, A.;Ynnerman, A.",lundstroem_vis_07,1532807;235199;1250414,
SciVis,2007,,T,"Gosink, L.J.;Anderson, J.C.;Wes Bethel, E.;Joy, K.I.",;;;,,"Gosink, L.;Anderson, J.C.;Wes Bethel, E.;Joy, K.I.",gosink_vis_07,1372207;1532792;809866;4015447;1250362,
SciVis,2007,,T,"Barth, W.L.;Burns, C.A.",37943750000;,,"Barth, W.L.;Burns, C.A.",barth_vis_07,1372186,
SciVis,2007,,T,Huamin Qu;Wing-Yi Chan;Anbang Xu;Kai-Lun Chung;Kai-Hon Lau;Ping Guo,;;;;;,,Huamin Qu;Wing-Yi Chan;Anbang Xu;Kai-Lun Chung;Kai-Hon Lau;Ping Guo,qu_vis_07,885745;146402;885736;1249015;4015447,
SciVis,2007,,T,"Grottel, S.;Reina, G.;Vrabec, J.;Ertl, T.",;;;,,"Grottel, S.;Reina, G.;Vrabec, J.;Ertl, T.",grottel_vis_07,1250404;1183811;4015487;1372203;4015464;1250404,
SciVis,2007,,T,"Navratil, P.A.;Johnson, J.L.;Bromm, V.",;;,,"Navratil, P.A.;Johnson, J.L.;Bromm, V.",navratil_vis_07,1372230;1372228,
SciVis,2007,,T,"Hongwei Li;Chi-Wing Fu;Yinggang Li;Hanson, A.J.",37881121400;;37835045200;,,"Hongwei Li;Chi-Wing Fu;Yinggang Li;Hanson, A.J.",li_vis_07,885679;1183769;1250404;1532807;4015476;4015458;1372187;1532853;568116;1183824;568105;1173145;1532803;1372183,
SciVis,2007,,T,"Petrovic, V.;Fallon, J.;Kuester, F.",;;,,"Petrovic, V.;Fallon, J.;Kuester, F.",petrovic_vis_07,1183799;1532859;1372220;4015480;1250368;4015478;567777,
