Conference,Year,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,IEEE Xplore Number Guessed,Deduped author names,filename,References,
InfoVis,2011,,T,"Brandes, U.;Nick, B.",37550836200;38016272500,,"Brandes, U.;Nick, B.",brandes_infovis_11,4015420;4376154;5290690;4015419;5613497,
InfoVis,2011,,T,"Wood, J.;Badawood, D.;Dykes, J.;Slingsby, A.",37399045100;38017330600;37605079900;37590960700,,"Wood, J.;Badawood, D.;Dykes, J.;Slingsby, A.",wood_infovis_11,5290702;4658149;5613434,
InfoVis,2011,,T,"Hullman, J.;Adar, E.;Shah, P.",38016234500;37331417100;38018860000,,"Hullman, J.;Adar, E.;Shah, P.",hullman1_infovis_11,528688;4658146;4376146;5613437;963279;5290695,
InfoVis,2011,,T,"Ferreira, N.;Lins, L.;Fink, D.;Kelling, S.;Wood, C.;Freire, J.;Silva, C.",38018628600;37682897900;37410464700;37667188400;38029052800;37283149600;37275249200,,"Ferreira, N.;Lins, L.;Fink, D.;Kelling, S.;Wood, C.;Freire, J.;Silva, C.T.",ferreira_infovis_11,964510;146361;5613457;5613441;4376138;4658123,
InfoVis,2011,,T,"Turkay, C.;Filzmoser, P.;Hauser H.",37567685600;38017354300;37274158800,,"Turkay, C.;Filzmoser, P.;Hauser, H.",turkay_infovis_11,885086;346302;4658163;5290745;485139;5332611;1382891;1382892;5333431,
InfoVis,2011,,T,"Krstajic, M.;Bertini, E.;Keim, D.A.",38228240900;37283307700;37283138700,,"Krstajic, M.;Bertini, E.;Keim, D.A.",krstajic_infovis_11,5613426;4035748;1532133;1249028;4376146,
InfoVis,2011,,T,"Scheepens, R.;Willems, N.;van de Wetering, H.;Andrienko, G.;Andrienko, N.;van Wijk, J.J.",37846960800;37846959300;37294473300;37283047100;37283047700;37267249200,,"Scheepens, R.;Willems, N.;van de Wetering, H.;Andrienko, G.;Andrienko, N.;van Wijk, J.J.",scheepens_infovis_11,4015439;4677356;4376138;5652478;4388992;5652467;5332593,
InfoVis,2011,,T,"Steinberger, M.;Waldner, M.;Streit, M.;Lex, A.;Schmalstieg, D.",38017759700;37844773200;37403918900;37395933400;37297103800,,"Steinberger, M.;Waldner, M.;Streit, M.;Lex, A.;Schmalstieg, D.",steinberger_infovis_11,5613440;963286;4015425;5290706;485139;5613438;4015424;4376140,
InfoVis,2011,,T,"Bostock, M.;Ogievetsky, V.;Heer, J.",37591067400;38016292400;37550791300,,"Bostock, M.;Ogievetsky, V.;Heer, J.",bostock_infovis_11,885091;885098;5613453;5290720;1382904;4015439;1532122;4658136;1382905;4376146,
InfoVis,2011,,T,"Alper, B.;Riche, N.H.;Ramos, G.;Czerwinski, Mary",38030020400;37590950700;38030407700;37563799500,,"Alper, B.;Riche, N.H.;Ramos, G.;Czerwinski, M.",alper_infovis_11,4658148;5613447;5290706;1532126,
InfoVis,2011,,T,"Juhee Bae;Watson, B.",37595934400;,,"Juhee Bae;Watson, B.",bae_infovis_11,5613445;1382886;4376154,
InfoVis,2011,,T,"Nan Cao;Gotz, D.;Jimeng Sun;Huamin Qu",37604309600;37601397400;37281417100;37272637300,,"Nan Cao;Gotz, D.;Jimeng Sun;Huamin Qu",cao_infovis_11,1532128;4015425;5290705;485141;4376154;146402;5332628;963283;729568;5613443;809866;4658123;4658149;5290704,
InfoVis,2011,,T,"Selassie, D.;Heller, B.;Heer, J.",38017434000;38027228800;37550791300,,"Selassie, D.;Heller, B.;Heer, J.",selassie_infovis_11,1249008;4658140;4376154;4376143;4015425,
InfoVis,2011,,T,"Haunert, J.-H.;Sering, L.",38017278900;38017279300,,"Haunert, J.-H.;Sering, L.",haunert_infovis_11,4658197;1382906,
InfoVis,2011,,T,"Borkin, M.;Gajos, K.;Peters, A.;Mitsouras, D.;Melchionna, S.;Rybicki, F.;Feldman, C.;Pfister, H.",38017334100;38017335100;38348003300;37294083800;37422034400;37294079000;37300850800;37275698100,,"Borkin, M.;Gajos, K.;Peters, A.;Mitsouras, D.;Melchionna, S.;Rybicki, F.;Feldman, C.;Pfister, H.",borkin_infovis_11,5290768;1183788;1183754;964510;1372221;4015442;1532136;5290732;964538;5290732;235201;568118;885731;4376196;4376149,
InfoVis,2011,,T,"Burch, M.;Konevtsova, N.;Heinrich, J.;Hoeferlin, M.;Weiskopf, D.",37586953400;38017426500;37665271000;;38470313100,,"Burch, M.;Konevtsova, N.;Heinrich, J.;Hoeferlin, M.;Weiskopf, D.",burch2_infovis_11,5613430;1382885,
InfoVis,2011,,T,"Jian Zhao;Chevalier, F.;Pietriga, E.;Balakrishnan, R.",38024987300;37395495900;37563810700;37394495600,,"Jian Zhao;Chevalier, F.;Pietriga, E.;Balakrishnan, R.",zhao_infovis_11,5613429;801851;4389007;963273;1532148;4376151;5613426,
InfoVis,2011,,T,"Rodgers, J.;Bartram, L.",37399764800;37353447100,,"Rodgers, J.;Bartram, L.",rodgers_infovis_11,4376134;1249031,
InfoVis,2011,,T,"Slingsby, A.;Dykes, J.;Wood, J.",37590960700;37605079900;37399045100,,"Slingsby, A.;Dykes, J.;Wood, J.",slingsby_infovis_11,559216;5613425;4376137;5613436;809866;4658149;4015427;4376144;1382904,
InfoVis,2011,,T,"Claessen, J.H.T.;van Wijk, J.J.",38016239600;37267249200,,"Claessen, J.H.T.;van Wijk, J.J.",claessen_infovis_11,1532142;1532136;1173157;4015422;5613448;4015444;4376140;175790;4658123,
InfoVis,2011,,T,"Buchin, K.;Speckmann, B.;Verbeek, K.",37402703700;37591266000;37591265900,,"Buchin, K.;Speckmann, B.;Verbeek, K.",verbeek_infovis_11,5290710;4658140;1532150;559226;4015425,
InfoVis,2011,,T,Yu-Shuen Wang;Ming-Te Chi,37407536000;38019484900,,Yu-Shuen Wang;Ming-Te Chi,wang2_infovis_11,636786;559214;4658197;729558;1532818,
InfoVis,2011,,T,"Lloyd, D.;Dykes, J.",38030446400;37605079900,,"Lloyd, D.;Dykes, J.",lloyd_infovis_11,5613425;5290720,
InfoVis,2011,,T,"Paiva, J.G.;Florian, L.;Pedrini, H.;Telles, G.P.;Minghim, R.",38017782400;;37294758000;38181127500;37371567600,,"Paiva, J.G.;Florian, L.;Pedrini, H.;Telles, G.P.;Minghim, R.",paiva_infovis_11,801855;5290725;4389002;4658134;567787;5613468;5613498;1173148,
InfoVis,2011,,T,"Hadlak, S.;Schulz, H.;Schumann, H.",37396082800;37408482600;37283240400,,"Hadlak, S.;Schulz, H.;Schumann, H.",hadlak_infovis_11,5290697;4658125;1382908;4376154;885087;1382906;1173153;1173160;1532151;1249006;4376152;4015424,
InfoVis,2011,,T,"Joia, P.;Paulovich, F.V.;Coimbra, D.;Cuminato, J.A.;Nonato, L.G.",38017343000;37590969400;38017342500;38017346900;37590974800,,"Joia, P.;Paulovich, F.V.;Coimbra, D.;Cuminato, J.A.;Nonato, L.G.",joia_infovis_11,567787;5290725;4376155;1173159;5613468;5613498;1173161,
InfoVis,2011,,T,"Hurter, C.;Telea, A.;Ersoy, O.",38017336200;37268047100;37672044200,,"Hurter, C.;Telea, A.;Ersoy, O.",hurter_infovis_11,6065003;4658140;4015425;1532150;1382906;1249008,
InfoVis,2011,,T,"Burch, M.;Vehlow, C.;Beck, F.;Diehl, S.;Weiskopf, D.",37586953400;38017348600;37586060300;37275546500;38470313100,,"Burch, M.;Vehlow, C.;Beck, F.;Diehl, S.;Weiskopf, D.",burch_infovis_11,5290717;4658160;146402;5613435;1532138;4015425;5290770;801866;1173160;1382894,
InfoVis,2011,,T,"Wickham, H.;Hofmann, H.",37591246300;37592793000,,"Wickham, H.;Hofmann, H.",wickham_infovis_11,4376133;4015431;1173141;885091;146386;5613436;1532128;1532142;5613430;5290702;1532145,
InfoVis,2011,,T,"Bertini, E.;Tatu, A.;Keim, D.",37283307700;37590724000;37283138700,,"Bertini, E.;Tatu, A.;Keim, D.A.",bertini_infovis_11,1532145;5652433;4035766;5613439;5613452;1382895;4015421;4376144;1532142;146402;1249006;146386;4015422;1382903;5332628;1249015;5652450;4376143;729568;885092;1382892;5290704;636794,
InfoVis,2011,,T,"Albers, D.;Dewey, C.;Gleicher, M.",38019392100;37994248400;37282585700,,"Albers, D.;Dewey, C.;Gleicher, M.",albers_infovis_11,4376150;1173156;5290702;5290692,
InfoVis,2011,,T,"Ersoy, O.;Hurter, C.;Paulovich, F.V.;Cantareiro, G.;Telea, A.",37672044200;38017336200;37590969400;;37268047100,,"Ersoy, O.;Hurter, C.;Paulovich, F.V.;Cantareiro, G.;Telea, A.",ersoy_infovis_11,4658140;4015425;4376143;4015416;1532150;1249030,
InfoVis,2011,,T,"Alper, B.;Hollerer, T.;Kuchera-Morin, J.;Forbes, A.",38030020400;37265602700;37568193500;38029040000,,"Alper, B.;Hollerer, T.;Kuchera-Morin, J.;Forbes, A.",alper2_infovis_11,801869;4376140;1173160,
InfoVis,2011,,T,"Albuquerque, G.;Lowe, T.;Magnor, M.",37603943800;38028705600;37273816400,,"Albuquerque, G.;Lowe, T.;Magnor, M.",albuquerque_infovis_11,1532142;346302;5652433;5332628;1382895;4658123,
InfoVis,2011,,T,Weiwei Cui;Shixia Liu;Li Tan;Conglei Shi;Yangqiu Song;Zekai Gao;Huamin Qu;Xin Tong,37391623900;37406039100;38024441100;38019494400;37407140300;38023993900;37272637300;37394723000,,Weiwei Cui;Shixia Liu;Li Tan;Conglei Shi;Yangqiu Song;Zekai Gao;Huamin Qu;Xin Tong,cui_infovis_11,5652931;5333443;4015435;5290722;4658136;5613451;4677364;1532122;5333437;1532152,
InfoVis,2011,,T,Liang Gou;Xiaolong Zhang,38018817100;37537459400,,Liang Gou;Xiaolong Zhang,gou_infovis_11,1382886;1249011;1249030;1173151;5290692;4015418;4658140;4015416;885091;4015424;4376140;4015425,
InfoVis,2011,,T,"Lex, A.;Schulz, H.;Streit, M.;Partl, C.;Schmalstieg, D.",37395933400;37408482600;37403918900;37591066400;37297103800,,"Lex, A.;Schulz, H.;Streit, M.;Partl, C.;Schmalstieg, D.",lex_infovis_11,1532129;5613440;4015416;4376154;1249006;4015425;5290692;5613443;4015424,
InfoVis,2011,,T,"Walny, J.;Carpendale, S.;Riche, N.H.;Venolia, G.;Fawcett, P.",38016653500;37285000100;37590950700;37312523900;38017515000,,"Walny, J.;Carpendale, S.;Riche, N.H.;Venolia, G.;Fawcett, P.",walny_infovis_11,5613453;5613452;4015435;4376143;4658147;1382902;1173148;175815;5613431,
InfoVis,2011,,T,"Pretorius, A.J.;Bray, M.-A.P.;Carpenter, A.E.;Ruddle, R.A.",38488127500;38287976800;38261206900;37282918500,,"Pretorius, A.J.;Bray, M.-A.P.;Carpenter, A.E.;Ruddle, R.A.",pretorius_infovis_11,1382885;1532788;175815;809871;885678;963290,
InfoVis,2011,,T,"Hullman, J.;Diakopoulos, N.",38016234500;37591165700,,"Hullman, J.;Diakopoulos, N.",hullman2_infovis_11,5613452;4376131;5613437;5290695,
SciVis,2011,,T,"Reininghaus, J.;Kotava, N.;Gunther, D.;Kasten, J.;Hagen, H.;Hotz, I.",37590998600;;;38028453100;37282578800;37282721800,,"Reininghaus, J.;Kotava, N.;Gunther, D.;Kasten, J.;Hagen, H.;Hotz, I.",reininghaus_vis_11,4658183;4658153;4376171;5290756;4015464,
SciVis,2011,,T,"Lindemann, F.;Ropinski, T.",38017009000;38471794200,,"Lindemann, F.;Ropinski, T.",lindemann_vis_11,4658196;1183761;5290740;6064977;1250394;1183764,
SciVis,2011,,T,"Williams, S.;Petersen, M.;Bremer, P.-T.;Hecht, M.;Pascucci, V.;Ahrens, J.;Hlawitschka, M.;Hamann, B.",37534471500;38028525800;37564112000;38028545000;37284312600;37282713700;37403333700;37282068700,,"Williams, S.;Petersen, M.;Bremer, P.-T.;Hecht, M.;Pascucci, V.;Ahrens, J.;Hlawitschka, M.;Hamann, B.",williams_vis_11,346327;4658165;398877,
SciVis,2011,,T,Weifeng Chen;Wei Chen;Hujun Bao,38024756400;37279188600;37271755400,,Weifeng Chen;Wei Chen;Hujun Bao,chen_vis_11,4658198;5290740;4658199;5290739;1532833;5290741,
SciVis,2011,,T,"Pietroni, N.;Massimiliano, C.;Cignoni, P.;Scopigno, R.",37680454000;;37265783400;37270887900,,"Pietroni, N.;Massimiliano, C.;Cignoni, P.;Scopigno, R.",pietroni_vis_11,1372206,
SciVis,2011,,T,"Giusti, A.;Taddei, P.;Corani, G.;Gambardella, L.;Magli, C.;Gianaroli, L.",37839568400;37591225000;37972936000;37270036000;37988921000;37972814500,,"Giusti, A.;Taddei, P.;Corani, G.;Gambardella, L.;Magli, C.;Gianaroli, L.",giusti_vis_11,146378;568136,
SciVis,2011,,T,"Guoning Chen;Palke, D.;Zhongzang Lin;Yeh, H.;Vincent, P.;Laramee, R.S.;Zhang, E.",37596533600;38016286200;37897252000;37889942300;38024282800;37267247900;37398562200,,"Guoning Chen;Palke, D.;Zhongzang Lin;Yeh, H.;Vincent, P.;Laramee, R.S.;Zhang, E.",palke_vis_11,1250379;5613502;1372212;398849;1532773;1532770;4015499;1532850;4015453;1532841;1250363;745295;1372188;745294;1532832;809905;885690;346326,
SciVis,2011,,T,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,37301933100;38006143400;37276603700;37285799200,,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,zou_vis_11,4658186;5290729;4015499;1372206;1183795;964553,
SciVis,2011,,T,"Ruiz, M.;Bardera, A.;Boada, I.;Viola, I.;Feixas, M.;Sbert, M.",38017257300;38260088500;38265928900;37282726800;38263173100;38260648800,,"Ruiz, M.;Bardera, A.;Boada, I.;Viola, I.;Feixas, M.;Sbert, M.",ruiz_vis_11,5613460;4015471;4015461;5613461;4015449;1250414;4376185;5290764;568112;4658174;1532834;1183785;4015460,
SciVis,2011,,T,"Bei Wang;Summa, B.;Pascucci, V.;Vejdemo-Johansson, M.",38025846900;38017036500;37284312600;38017034400,,"Bei Wang;Summa, B.;Pascucci, V.;Vejdemo-Johansson, M.",wang_vis_11,5613467;5290728;4376169;5613465;5652940,
SciVis,2011,,T,"Marino, J.;Wei Zeng;Xianfeng Gu;Kaufman, A.",37605959300;38231202300;38183364800;37268052800,,"Marino, J.;Wei Zeng;Xianfeng Gu;Kaufman, A.",marino_vis_11,4015440;5613475;964540,
SciVis,2011,,T,"Khlebnikov, R.;Kainz, B.;Muehl, J.;Schmalstieg, D.",37590719600;37680676000;37590720800;37297103800,,"Khlebnikov, R.;Kainz, B.;Muehl, J.;Schmalstieg, D.",khlebnikov_vis_11,4376204,
SciVis,2011,,T,"Dick, C.;Burgkart, R.;Westermann, R.",38013954900;37281609100;37444424000,,"Dick, C.;Burgkart, R.;Westermann, R.",dick_vis_11,1183752;5290754,
SciVis,2011,,T,"Livingston, M.A.;Decker, J.W.",37619718800;,,"Livingston, M.A.;Decker, J.W.",livingston_vis_11,5290732;745292;146387;146386;4376150;175795;809905;1250362;745294;1250362,
SciVis,2011,,T,"Schlegel, P.;Makhinya, M.;Pajarola, R.",38026738000;37695663200;37282193800,,"Schlegel, P.;Makhinya, M.;Pajarola, R.",schlegel_vis_11,4376160;1183764;1250384,
SciVis,2011,,T,"Bennett, J.C.;Krishnamoorthy, V.;Shusen Liu;Grout, R.W.;Hawkes, E.R.;Chen, J.H.;Shepherd, J.;Pascucci, V.;Bremer, P.-T.",37551867600;38028168700;38025553600;37394659000;37299142500;37293022400;38020418600;37284312600;37564112000,,"Bennett, J.C.;Krishnamoorthy, V.;Shusen Liu;Grout, R.W.;Hawkes, E.R.;Chen, J.H.;Shepherd, J.;Pascucci, V.;Bremer, P.-T.",bennett_vis_11,1372235;1250386;4376171;4015464;663875,
SciVis,2011,,T,"Lehmann, D.J.;Theisel, H.",37601992200;37266875400,,"Lehmann, D.J.;Theisel, H.",lehmann_vis_11,4658159;5613469;745284;5290770;809896,
SciVis,2011,,T,"Hlawatsch, M.;Leube, P.;Nowak, W.;Weiskopf, D.",37546168600;38017000700;38018564200;37268045000,,"Hlawatsch, M.;Leube, P.;Nowak, W.;Weiskopf, D.",hlawatsch_vis_11,1532853;398849;963273;1250402;568139;1532857;175792;480819;568116;5290694,
SciVis,2011,,T,"Lipsa, D.R.;Laramee, R.S.;Cox, S.J.;Davies, I.T.",38017004200;37267247900;38016817800;38021331800,,"Lipsa, D.R.;Laramee, R.S.;Cox, S.J.;Davies, I.T.",lipsa_vis_11,4658169;4658178,
SciVis,2011,,T,"Nelson, B.;Haimes, R.;Kirby, R.M.",37557887400;37282898700;37275716100,,"Nelson, B.;Haimes, R.;Kirby, R.M.",nelson_vis_11,1532776;1372224;4015486,
SciVis,2011,,T,"Rieder, C.;Kroeger, T.;Schumann, C.;Hahn, H.K.",38017035400;;38028801700;38020362400,,"Rieder, C.;Kroeger, T.;Schumann, C.;Hahn, H.K.",rieder_vis_11,5613476;745311;885694,
SciVis,2011,,T,"Parry, M.L.;Legg, P.A.;Chung, D.H.S.;Griffiths, I.W.;Chen, M.",38030607100;38026705600;38022083900;38017014600;37677874500,,"Parry, M.L.;Legg, P.A.;Chung, D.H.S.;Griffiths, I.W.;Chen, M.",parry_vis_11,4658139;1382887;1250401;4376188;4015469,
SciVis,2011,,T,"Sunden, E.;Ynnerman, A.;Ropinski, T.",38243026500;37284192000;38471794200,,"Sunden, E.;Ynnerman, A.;Ropinski, T.",sunden_vis_11,6064955;1183761;1250394;1183764;4376189;1250384;5290774,
SciVis,2011,,T,"Suter, S.K.;Iglesias Guitian, J.A.;Marton, F.;Agus, M.;Elsener, A.;Zollikofer, C.P.E.;Gopi, M.;Gobbetti, E.;Pajarola, R.",38017011900;38017011700;37550808100;37991435500;38017012300;38017013500;37271691400;37346861300;37282193800,,"Suter, S.K.;Iglesias Guitian, J.A.;Marton, F.;Agus, M.;Elsener, A.;Zollikofer, C.P.E.;Gopi, M.;Gobbetti, E.;Pajarola, R.",suter_vis_11,1183757;663900;4376192;745311;4015441;1250385,
SciVis,2011,,T,"van Pelt, R.;Olivan Bescos, J.;Breeuwer, M.;Clough, R.E.;Groller, M.E.;ter Haar Romeny, B.;Vilanova, A.",37390973400;37591606800;37374875300;37603313200;37282552200;;37282551500,,"van Pelt, R.;Olivan Bescos, J.;Breeuwer, M.;Clough, R.E.;Groller, E.;ter Haar Romenij, B.;Vilanova, A.",vanpelt_vis_11,398849;5290737;5613472;5613474;4376185;4658156;5290742;1532847;5613473;1532857,
SciVis,2011,,T,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Groller, E.",37546620600;37394809600;37546620400;37284271200,,"Muigg, P.;Hadwiger, M.;Doleisch, H.;Groller, E.",muigg_vis_11,1532796;4015496;4376191;1250390;964514;4015486;1532850;964511;809908,
SciVis,2011,,T,"Oeltze, S.;Freiler, W.;Hillert, R.;Doleisch, H.;Preim, B.;Schubert, W.",37424645600;38017008700;38017009300;37546620400;37424645300;37410289200,,"Oeltze, S.;Freiler, W.;Hillert, R.;Doleisch, H.;Preim, B.;Schubert, W.",oeltze_vis_11,5333911;4015489;4015425;4376166;5290692,
SciVis,2011,,T,"Ziyi Zheng;Ahmed, N.;Mueller, K.",37599599100;38021380500;37273119700,,"Ziyi Zheng;Ahmed, N.;Mueller, K.",zheng_vis_11,5290746;4376185;4658153;4658191;5613489;5290740;1532833;1532818;4015450;5290763;5290762;1250414;1532834,
SciVis,2011,,T,"Nouanesengsy, B.;Teng-Yok Lee;Han-Wei Shen",37570501300;37403060100;37279493500,,"Nouanesengsy, B.;Teng-Yok Lee;Han-Wei Shen",nouanesengsy_vis_11,,
SciVis,2011,,T,"Lundstrom, C.;Rydell, T.;Forsell, C.;Persson, A.;Ynnerman, A.",37284209100;38017009700;37546939800;37604521200;37284192000,,"Lundstrom, C.;Rydell, T.;Forsell, C.;Persson, A.;Ynnerman, A.",lundstroem_vis_11,5613504;5652880;4015441,
SciVis,2011,,T,"Waser, J.;Ribicic, H.;Fuchs, R.;Hirsch, C.;Schindler, B.;Bloschl, G.;Groller, M.E.",38111592300;38229386600;38099765400;37408064900;38102461400;38229402400;37282552200,,"Waser, J.;Ribicic, H.;Fuchs, R.;Hirsch, C.;Schindler, B.;Bloschl, G.;Groller, E.",waser_vis_11,5613487;4376187;1173149;5613489;1382904;1532795;5290771;1532143;5613488;5613487,
SciVis,2011,,T,"Amirkhanov, A.;Heinzl, C.;Reiter, M.;Kastner, J.;Groller, E.",37590979900;37400391300;37593834800;37947609000;37284271200,,"Amirkhanov, A.;Heinzl, C.;Reiter, M.;Kastner, J.;Groller, E.",amirkhanov_vis_11,4658169;1250418,
SciVis,2011,,T,"Mirzargar, M.;Entezari, A.",37978593500;37268675600,,"Mirzargar, M.;Entezari, A.",mirzargar_vis_11,4658171;1372174;4376189;964498;1532810;663848;346331,
SciVis,2011,,T,"Cheuk Yiu Ip;Varshney, A.",37586231900;37282560200,,"Cheuk Yiu Ip;Varshney, A.",ip_vis_11,5613460;4376209;4376165;4015449;1250401;4015448;1532833,
SciVis,2011,,T,"Angelelli, P.;Hauser, H.",37889160600;37274158800,,"Angelelli, P.;Hauser, H.",angelelli_vis_11,5290768;5613501;568137;1250353;5613474;964540;5290734,
SciVis,2011,,T,"Thomas, D.M.;Natarajan, V.",37982882900;37278509300,,"Thomas, D.M.;Natarajan, V.",thomas_vis_11,4658165;5290764;4376169,
SciVis,2011,,T,"Bartram, L.;Cheung, B.;Stone, M.C.",37353447100;38027547900;37376130500,,"Bartram, L.;Cheung, B.;Stone, M.C.",bartram_vis_11,4376199;4015474,
SciVis,2011,,T,"Gasteiger, R.;Neugebauer, M.;Beuing, O.;Preim, B.",38017015100;38030357700;38017002900;37424645300,,"Gasteiger, R.;Neugebauer, M.;Beuing, O.;Preim, B.",gasteiger_vis_11,5613473;5290742;5613474;4015450;5290732;1532818,
SciVis,2011,,T,"Correa, C.;Lindstrom, P.;Bremer, P.-T.",37282925900;37269320000;37564112000,,"Correa, C.;Lindstrom, P.;Bremer, P.-T.",correa1_vis_11,1183772;4376172;4376169;1250376;5290727;4658183;5613467;1532839;4015464,
SciVis,2011,,T,"Correa, C.;Lindstrom, P.",37282925900;37269320000,,"Correa, C.;Lindstrom, P.",correa2_vis_11,1532839;5613467;6064947;5652940;809932,
SciVis,2011,,T,Yi Gu;Chaoli Wang,38021343000;37405886900,,Yi Gu;Chaoli Wang,gu_vis_11,4658159;346321;4035742;809871;4015447;1250401;4658163;5613488;1250402;480809;4658174;964531;5290749,
SciVis,2011,,T,"Torsney-Weir, T.;Saad, A.;Moller, T.;Hege, H.-C.;Weber, B.;Verbavatz, J.;Bergner, S.",38229404800;37405565700;37275858700;37282272000;38002090200;38229406100;37418878100,,"Torsney-Weir, T.;Saad, A.;Moller, T.;Hege, H.-C.;Weber, B.;Verbavatz, J.;Bergner, S.",torsneyweir_vis_11,4376187;4658159;5613487;5613488;346302;5613441;398859;809871;6065007;885678,
SciVis,2011,,T,"Kasten, J.;Reininghaus, J.;Hotz, I.;Hege, H.-C.",38028453100;37590998600;37282721800;37282272000,,"Kasten, J.;Reininghaus, J.;Hotz, I.;Hege, H.-C.",kasten_vis_11,1532830;1372214;4658165;1183821;4015452,
SciVis,2011,,T,"Moran, P.J.;Ellsworth, D.",37264891100;37282594500,,"Moran, P.J.;Ellsworth, D.",moran_vis_11,175782;5290780;1183820,
SciVis,2011,,T,"Tricoche, X.;Garth, C.;Sanderson, A.",37282575100;37282573700;37283733200,,"Tricoche, X.;Garth, C.;Sanderson, A.",tricoche_vis_11,1532839;1250376;1372214;885716;4376169;5613484;1532770;1183786;346326,
SciVis,2011,,T,"Haidacher, M.;Bruckner, S.;Groller, E.",37403983600;37265895700;37284271200,,"Haidacher, M.;Bruckner, S.;Groller, E.",haidacher_vis_11,5613460;4015490;5613461;4015449;4376182;4658188;5613459,
SciVis,2011,,T,"Lindow, N.;Baum, D.;Hege, H.-C.",38017029700;38182750200;37282272000,,"Lindow, N.;Baum, D.;Hege, H.-C.",lindow_vis_11,5613501;4015487;5290753,
SciVis,2011,,T,"Koehler, C.;Wischgoll, T.;Haibo Dong;Gaston, Z.",37665393300;37282584400;38026590900;38017003700,,"Koehler, C.;Wischgoll, T.;Haibo Dong;Gaston, Z.",koehler_vis_11,1183789;1532830;4376209;1532831;4658155;5613499;1532848;1532850;5613500;885690;5613462;1372196;745296;4376173;5290738;4658156;4015451;1183821;4376212;5613473;4015452,
SciVis,2011,,T,Hanqi Guo;Ningyu Mao;Xiaoru Yuan,37595201300;38027433600;37403856700,,Hanqi Guo;Ningyu Mao;Xiaoru Yuan,guo_vis_11,5613492;745319;4658154;1250414;4376159;568112;5290762;4658153;1250386;1250413;885694;1532856;663875;4015460,
VAST,2011,"X
",M,"Itoh, M.;Yoshinaga, N.;Toyoda, M.;Kitsuregawa, M.",37534010200;37598015400;37328454400;37283954000,,"Itoh, M.;Yoshinaga, N.;Toyoda, M.;Kitsuregawa, M.",,,
VAST,2011,X,M,"Dong Hyun Jeong;Soo-Yeon Ji;Ribarsky, W.;Chang, R.",37400451800;37399189900;37300425000;37592409400,,"Dong Hyun Jeong;Soo-Yeon Ji;Ribarsky, W.;Chang, R.",,,
VAST,2011,,C,"Xiaoyu Wang;Wenwen Dou;Butkiewicz, T.;Bier, E.A.;Ribarsky, W.",37601069300;37606064200;37591215700;37282252000;37300425000,,"Xiaoyu Wang;Wenwen Dou;Butkiewicz, T.;Bier, E.A.;Ribarsky, W.",wang_vast_11,4677362;5333020;4658129;4035759;4389009;5290723;4677361;5290695;1532781;4677352;4658124;4376144;4677360;4677365;5333564,
VAST,2011,,C,"Malik, A.;Maciejewski, R.;Maule, B.;Ebert, D.S.",37397435000;37396008400;38233566600;37282598900,,"Malik, A.;Maciejewski, R.;Maule, B.;Ebert, D.S.",malik_vast_11,398870;5652398;5333920;4677363;801851;4389006;5332611,
VAST,2011,,C,"Kulkarni, I.;Mistry, S.Y.;Cummings, B.;Gopi, M.",38019808500;38232233400;37374779700;37271691400,,"Kulkarni, I.;Mistry, S.Y.;Cummings, B.;Gopi, M.",kulkarni_vast_11,5290766;5333895,
VAST,2011,X,M,"Lamagna, W.M.",38233607900,,"Lamagna, W.M.",,,
VAST,2011,,C,"Weijia Xu;Esteva, M.;Suyog Dutt Jain;Varun Jain",37833781800;38031284100;38236526000;38238537900,,"Weijia Xu;Esteva, M.;Suyog Dutt Jain;Varun Jain",xu_vast_11,885091;4658133;5290712;4389006;1382905;5652931;801860,
VAST,2011,X,M,"Andrews, C.;Hossain, M.S.;Gad, S.;Ramakrishnan, N.;North, C.",37587847300;38242697300;38237673700;37273204200;37419565900,,"Andrews, C.;Hossain, M.S.;Gad, S.;Ramakrishnan, N.;North, C.",,,
VAST,2011,X,M,"Harrison, L.;Wenwen Dou;Aidong Lu;Ribarsky, W.;Xiaoyu Wang",37546111900;37606064200;37545504600;37300425000;37601069300,,"Harrison, L.;Wenwen Dou;Aidong Lu;Ribarsky, W.;Xiaoyu Wang",,,
VAST,2011,X,M,"Icke, I.;Rosenberg, A.",38233506100;38236481600,,"Icke, I.;Rosenberg, A.",,,
VAST,2011,,C,"van den Elzen, S.;van Wijk, J.J.",38233594700;37267249200,,"van den Elzen, S.;van Wijk, J.J.",elzen_vast_11,4658136;963292;963290,
VAST,2011,,C,"Youn-ah Kang;Stasko, J.",;37267736900,,"Youn-ah Kang;Stasko, J.",kang_vast_11,4677362;235203;4677358;5290695;4389006,
