Conference,Year,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster, ...","Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",IEEE Xplore Number Guessed,Deduped author names,References,
VAST,2011,6102445,,C,,"Ziemkiewicz, C.;Crouser, R.J.;Yauilla, A.R.;Su, S.L.;Ribarsky, W.;Chang, R.",5653587;4658138;4658127,
VAST,2011,6102497,X,M,,"Canfield, C.M.;Sheffield, D.",,
VAST,2011,6102451,,C,,"Migut, M.;van Gemert, J.C.;Worring, M.",4376144;5290720;5290745;5652398;346302;729568;885086,
VAST,2011,6102439,,C,,"Bremm, S.;von Landesberger, T.;Hess, M.;Schreck, T.;Weil, P.;Hamacherk, K.",4658125;5290691;5333893;4376152,
VAST,2011,6102496,X,M,,"Braunstein, E.;Gorg, C.;Zhicheng Liu;Stasko, J.",,
VAST,2011,6102479,X,M,,"Peca, I.;Zhi, H.;Vrotsou, K.;Andrienko, N.;Andrienko, G.",,
VAST,2011,6102486,X,M,,"Boone, K.;Swing, E.",,
VAST,2011,6102490,X,M,,"Chen, Y.;Qian, Z.C.;Li Zhang",,
VAST,2011,6102440,,C,,"Zhicheng Liu;Navathe, S.B.;Stasko, J.",4015419;5613437;4376154;4015424;5652520;885086;4389006,
VAST,2011,6102449,,C,,"Endert, A.;Chao Han;Maiti, D.;House, L.;Leman, S.;North, C.",,
VAST,2011,6102446,,C,,"Fekete, J.;Hemery, P.;Baudel, T.;Wood, J.",1382904;5290752;5290720;4015439;5613445;1382905;729560;1173148,
VAST,2011,6102441,,C,,"Heer, J.;Perer, A.",5613453;5290720;4015439;4376154;4015424;4035752;885086,
VAST,2011,6102461,,C,,"Wenwen Dou;Xiaoyu Wang;Chang, R.;Ribarsky, W.",5652931;5333428;5613439;5652940;5290725;885098,
VAST,2011,6102437,,C,,"Albuquerque, G.;Eisemann, M.;Magnor, M.",1532142;5652433;4035766;5332628;5613439;5290704,
VAST,2011,6102482,X,M,,"Rothenberger, S.D.;Wenskovitch, J.E.;Marai, G.E.",,
VAST,2011,6102450,,C,,"Zhenyu Guo;Ward, M.O.;Rundensteiner, E.A.;Ruiz, C.",1532821;4677368;5652460;5332611;1382893;5333431,
VAST,2011,6102480,X,M,,"Pinaud, B.;Dubois, J.;Melancon, G.",,
VAST,2011,6102467,X,M,,"Bowman, I.;Joshi, S.H.;Van Horn, J.D.",,
VAST,2011,6102468,X,M,,"Cottam, J.A.;Lumsdaine, A.",,
VAST,2011,6102458,,C,,"Shi, L.;Qi Liao;Yuan He;Rui Li;Striegel, A.;Zhong Su",5290694;5333880;1532126;1382886;5652910,
VAST,2011,6102488,X,M,,"Bosch, H.;Thom, D.;Worner, M.;Koch, S.;Puttmann, E.;Jackle, D.;Ertl, T.",,
VAST,2011,6102456,,C,,"MacEachren, A.M.;Jaiswal, A.R.;Robinson, A.;Pezanowski, S.;Savelyev, A.;Mitra, P.;Zhang, X.;Blanford, J.",5652478;4388994;5613451;1532134;5652922,
VAST,2011,6102447,,C,,"Yang Chen;Alsakran, J.;Barlowe, S.;Jing Yang;Ye Zhao",4376134;5333023;4376131;5652879;4677358;5652932;4389011;4677365;4015424;5652885,
VAST,2011,6102471,X,M,,"Gomez, J.A.G.;Buck-Coleman, A.;Plaisant, C.;Shneiderman, B.",,
VAST,2011,6102465,X,M,,"Anand, A.;Wilkinson, L.;Tuan Nhon Dang",,
VAST,2011,6102455,,C,,"He Liu;Yuan Gao;Lu Lu;Siyuan Liu;Huamin Qu;Ni, L.M.",1382887;4677356;4658126;4376138;4376137;4015427;5332593;4376139;5290707;5613424,
VAST,2011,6102435,,C,,"Bum Chul Kwon;Fisher, B.;Ji Soo Yi",1382902;4389006;5613431;5333878;5613452;4658127;1382884;4376144;5613437;4035759;4658138;4658124;4376143;4677361;4376132;4376133,
VAST,2011,6102470,X,M,,"Dillingham, I.;Dykes, J.;Wood, J.",,
VAST,2011,6102457,,C,,"Afzal, S.;Maciejewski, R.;Ebert, D.S.",4658129;4376133;398857;5333020;5613487;5613488;5613450;5290711;5613486;4035741;885086,
VAST,2011,6102498,X,M,,"Bertini, E.;Buchmuller, J.;Fischer, F.;Huber, S.;Lindemeier, T.;Maass, F.;Mansmann, F.;Ramm, T.;Regenscheit, M.;Rohrdantz, C.;Scheible, C.;Schreck, T.;Sellien, S.;Stoffel, F.;Tautzenberger, M.;Zieker, M.;Keim, D.A.",,
VAST,2011,6102472,X,M,,"Ming Hao;Rohrdantz, C.;Janetzko, H.;Dayal, U.;Keim, D.A.;Haug, L.;Mei-Chun Hsu",,
VAST,2011,6102443,,C,,"Perer, A.;Guy, I.;Uziel, E.;Ronen, I.;Jacovi, M.",4015419;4376154;4035752;1532126;4015424,
VAST,2011,6102477,X,M,,"Lemieux, V.;Endicott-Popovsky, B.;Eckler, K.;Dang, T.;Jansen, A.",,
InfoVis,2011,6065014,,T,,"Isenberg, P.;Bezerianos, A.;Dragicevic, P.;Fekete, J.",729558;5290720;4376131,
InfoVis,2011,6064989,,T,,"Dasgupta, A.;Kosara, R.",146402;1532138;5613439;809866;4015444,
InfoVis,2011,6065025,,T,,"Zhao Geng;ZhenMin Peng;Laramee, R.S.;Roberts, J.C.;Walker, R.",1173157;1382894;4015422;4376143;809866;559216;146402;5613439;1532138;4015444;4658160,
InfoVis,2011,6064993,,T,,"Talbot, J.;Gerth, J.;Hanrahan, P.",4015420,
InfoVis,2011,6064994,,T,,"Brandes, U.;Nick, B.",4015420;4376154;5290690;4015419;5613497,
InfoVis,2011,6065005,,T,,"Wood, J.;Badawood, D.;Dykes, J.;Slingsby, A.",5290702;4658149;5613434,
InfoVis,2011,6064986,,T,,"Hullman, J.;Adar, E.;Shah, P.",528688;4658146;4376146;5613437;963279;5290695,
InfoVis,2011,6065004,,T,,"Ferreira, N.;Lins, L.;Fink, D.;Kelling, S.;Wood, C.;Freire, J.;Silva, C.T.",964510;146361;5613457;5613441;4376138;4658123,
InfoVis,2011,6065027,,T,,"Turkay, C.;Filzmoser, P.;Hauser, H.",885086;346302;4658163;5290745;485139;5332611;1382891;1382892;5333431,
InfoVis,2011,6065010,,T,,"Krstajic, M.;Bertini, E.;Keim, D.A.",5613426;4035748;1532133;1249028;4376146,
InfoVis,2011,6065019,,T,,"Scheepens, R.;Willems, N.;van de Wetering, H.;Andrienko, G.;Andrienko, N.;van Wijk, J.J.",4015439;4677356;4376138;5652478;4388992;5652467;5332593,
InfoVis,2011,6064990,,T,,"Steinberger, M.;Waldner, M.;Streit, M.;Lex, A.;Schmalstieg, D.",5613440;963286;4015425;5290706;485139;5613438;4015424;4376140,
InfoVis,2011,6064996,,T,,"Bostock, M.;Ogievetsky, V.;Heer, J.",885091;885098;5613453;5290720;1382904;4015439;1532122;4658136;1382905;4376146,
InfoVis,2011,6064991,,T,,"Alper, B.;Riche, N.H.;Ramos, G.;Czerwinski, M.",4658148;5613447;5290706;1532126,
InfoVis,2011,6064992,,T,,"Juhee Bae;Watson, B.",5613445;1382886;4376154,
InfoVis,2011,6065026,,T,,"Nan Cao;Gotz, D.;Jimeng Sun;Huamin Qu",1532128;4015425;5290705;485141;4376154;146402;5332628;963283;729568;5613443;809866;4658123;4658149;5290704,
InfoVis,2011,6065002,,T,,"Selassie, D.;Heller, B.;Heer, J.",1249008;4658140;4376154;4376143;4015425,
InfoVis,2011,6065023,,T,,"Haunert, J.-H.;Sering, L.",4658197;1382906,
InfoVis,2011,6065015,,T,,"Borkin, M.;Gajos, K.;Peters, A.;Mitsouras, D.;Melchionna, S.;Rybicki, F.;Feldman, C.;Pfister, H.",5290768;1183788;1183754;964510;1372221;4015442;1532136;5290732;964538;5290732;235201;568118;885731;4376196;4376149,
InfoVis,2011,6065011,,T,,"Burch, M.;Konevtsova, N.;Heinrich, J.;Hoeferlin, M.;Weiskopf, D.",5613430;1382885,
InfoVis,2011,6065009,,T,,"Jian Zhao;Chevalier, F.;Pietriga, E.;Balakrishnan, R.",5613429;801851;4389007;963273;1532148;4376151;5613426,
InfoVis,2011,6065016,,T,,"Rodgers, J.;Bartram, L.",4376134;1249031,
InfoVis,2011,6065022,,T,,"Slingsby, A.;Dykes, J.;Wood, J.",559216;5613425;4376137;5613436;809866;4658149;4015427;4376144;1382904,
InfoVis,2011,6064997,,T,,"Claessen, J.H.T.;van Wijk, J.J.",1532142;1532136;1173157;4015422;5613448;4015444;4376140;175790;4658123,
InfoVis,2011,6065021,,T,,"Buchin, K.;Speckmann, B.;Verbeek, K.",5290710;4658140;1532150;559226;4015425,
InfoVis,2011,6065020,,T,,Yu-Shuen Wang;Ming-Te Chi,636786;559214;4658197;729558;1532818,
InfoVis,2011,6065017,,T,,"Lloyd, D.;Dykes, J.",5613425;5290720,
InfoVis,2011,6065013,,T,,"Paiva, J.G.;Florian, L.;Pedrini, H.;Telles, G.P.;Minghim, R.",801855;5290725;4389002;4658134;567787;5613468;5613498;1173148,
InfoVis,2011,6065000,,T,,"Hadlak, S.;Schulz, H.;Schumann, H.",5290697;4658125;1382908;4376154;885087;1382906;1173153;1173160;1532151;1249006;4376152;4015424,
InfoVis,2011,6065024,,T,,"Joia, P.;Paulovich, F.V.;Coimbra, D.;Cuminato, J.A.;Nonato, L.G.",567787;5290725;4376155;1173159;5613468;5613498;1173161,
InfoVis,2011,6065028,,T,,"Hurter, C.;Telea, A.;Ersoy, O.",6065003;4658140;4015425;1532150;1382906;1249008,
InfoVis,2011,6065001,,T,,"Burch, M.;Vehlow, C.;Beck, F.;Diehl, S.;Weiskopf, D.",5290717;4658160;146402;5613435;1532138;4015425;5290770;801866;1173160;1382894,
InfoVis,2011,6064987,,T,,"Wickham, H.;Hofmann, H.",4376133;4015431;1173141;885091;146386;5613436;1532128;1532142;5613430;5290702;1532145,
InfoVis,2011,6064985,,T,,"Bertini, E.;Tatu, A.;Keim, D.A.",1532145;5652433;4035766;5613439;5613452;1382895;4015421;4376144;1532142;146402;1249006;146386;4015422;1382903;5332628;1249015;5652450;4376143;729568;885092;1382892;5290704;636794,
InfoVis,2011,6065006,,T,,"Albers, D.;Dewey, C.;Gleicher, M.",4376150;1173156;5290702;5290692,
InfoVis,2011,6065003,,T,,"Ersoy, O.;Hurter, C.;Paulovich, F.V.;Cantareiro, G.;Telea, A.",4658140;4015425;4376143;4015416;1532150;1249030,
InfoVis,2011,6064999,,T,,"Alper, B.;Hollerer, T.;Kuchera-Morin, J.;Forbes, A.",801869;4376140;1173160,
InfoVis,2011,6064998,,T,,"Albuquerque, G.;Lowe, T.;Magnor, M.",1532142;346302;5652433;5332628;1382895;4658123,
InfoVis,2011,6065008,,T,,Weiwei Cui;Shixia Liu;Li Tan;Conglei Shi;Yangqiu Song;Zekai Gao;Huamin Qu;Xin Tong,5652931;5333443;4015435;5290722;4658136;5613451;4677364;1532122;5333437;1532152,
InfoVis,2011,6065012,,T,,Liang Gou;Xiaolong Zhang,1382886;1249011;1249030;1173151;5290692;4015418;4658140;4015416;885091;4015424;4376140;4015425,
InfoVis,2011,6064995,,T,,"Lex, A.;Schulz, H.;Streit, M.;Partl, C.;Schmalstieg, D.",1532129;5613440;4015416;4376154;1249006;4015425;5290692;5613443;4015424,
InfoVis,2011,6065018,,T,,"Walny, J.;Carpendale, S.;Riche, N.H.;Venolia, G.;Fawcett, P.",5613453;5613452;4015435;4376143;4658147;1382902;1173148;175815;5613431,
InfoVis,2011,6065007,,T,,"Pretorius, A.J.;Bray, M.-A.P.;Carpenter, A.E.;Ruddle, R.A.",1382885;1532788;175815;809871;885678;963290,
InfoVis,2011,6064988,,T,,"Hullman, J.;Diakopoulos, N.",5613452;4376131;5613437;5290695,
Vis,2010,5613463,,T,,"Jian Cui;Rosen, P.;Popescu, V.;Hoffmann, C.",4658162;1372240;4015467;4015475;1249008;4015450,
Vis,2010,5613505,,T,,"Roman, P.;Lazarov, M.;Majumder, A.",4015470;4376163;1183793;5290744,
Vis,2010,5613461,,T,,Lijie Xu;Teng-Yok Lee;Han-Wei Shen,4658159;4376173;4376165;4015449;4015453;1532832;1532831;4658174;885690;1532833;4376210;1183785,
Vis,2010,5613460,,T,,"Chen, M.;JÃ¤nicke, H.",4376165;1532781;4015449;559213;1532834;885096;4376144;4015461;1382903;4376143;4658174;4658127;636792;1532833;885092;146375;1183785,
Vis,2010,5613484,,T,,"Sanderson, A.;Guoning Chen;Tricoche, X.;Pugmire, D.;Kruger, S.;Breslau, J.",1532842;964507;1250376;663858,
Vis,2010,5613480,,T,,"Kok, P.;Baiker, M.;Hendriks, E.A.;Post, F.H.;Dijkstra, J.;Lowik, C.W.G.M.;Lelieveldt, B.P.F.;Botha, C.P.",5290768;1183754;1250400;4015467;4658165,
Vis,2010,5613466,,T,,"Brivio, P.;Tarini, M.;Cignoni, P.",,
Vis,2010,5613465,,T,,"Bendich, P.;Edelsbrunner, H.;Kerber, M.",663875,
Vis,2010,5613492,,T,,"Ament, M.;Weiskopf, D.;Carr, H.",745713;663886;1372176;480789;1183762;5290780;4015502;4658152;885683;1532808;4658188;1250384;5290775;480807,
Vis,2010,5613469,,T,,"Lehmann, D.J.;Theisel, H.",4015490;4658159;809896;1532851;5290770,
Vis,2010,5613478,,T,,"Hosssain, Z.;Moller, T.",1183766;1250414;1372235;964516,
Vis,2010,5613495,,T,,"Fraedrich, R.;Auer, S.;Westermann, R.",1250404;4658172;235223;1250404;1250384;4376206;5290736;4376164;1372217,
Vis,2010,5613471,,T,,"Karpenko, O.;Li, W.;Mitra, N.;Agrawala, M.",4015467;1250400;1532856,
Vis,2010,5613477,,T,,"Saad, A.;Hamarneh, G.;Moller, T.",5290762;1532807;1250414;4376198,
Vis,2010,5613474,,T,,"van Pelt, R.;Olivan Bescos, J.;Breeuwer, M.;Clough, R.E.;Groller, E.;ter Haar Romenij, B.;Vilanova, A.",4015467;5290742,
Vis,2010,5613494,,T,,Byeonghun Lee;Jihye Yun;Jinwook Seo;Byonghyo Shim;Yeong Gil Shin;Bohyoung Kim,346331;1372173;1532810;5290775;1250384,
Vis,2010,5613496,,T,,"Garth, C.;Joy, K.I.",4658155;4658156;1532795;5290737,
Vis,2010,5613504,,T,,"Lingyun Yu;Svetachov, P.;Isenberg, P.;Everts, M.H.;Isenberg, T.",1532778;4376144;1372220,
Vis,2010,5613491,,T,,"Alim, U.;Moller, T.;Condat, L.",964498;346331;663848;1372174,
Vis,2010,5613473,,T,,"Born, S.;Wiebel, A.;Friedrich, J.;Scheuermann, G.;Bartz, D.",146395;5290738;4376157;1532857;809905;4658156;5290742;964506;1532858;1532855;4658177;1372196;1250376,
Vis,2010,5613479,,T,,"Won-Ki Jeong;Schneider, J.;Turney, S.G.;Faulkner-Jones, B.E.;Meyer, D.;Westermann, R.;Reid, R.C.;Lichtman, J.;Pfister, H.",346321;1183757;964541_06;4376192;480809;964531;480812;1250385,
Vis,2010,5613499,,T,,"Ferstl, F.;Burger, K.;Theisel, H.;Westermann, R.",5290738;4376209;235211;4658156;964506;4376174;398875;5290756;5290737;4015480;4376175;4658155;1532780,
Vis,2010,5613498,,T,,"Daniels II, J.;Anderson, E.W.;Nonato, L.G.;Silva, C.T.",5290742;398846;4376210;175794;745333;235211;4658163;5290738;809917;663910;745296;175771;885690;885689,
Vis,2010,5613486,,T,,"Matkovic, K.;Gracanin, D.;Jelovic, M.;Ammer, A.;Lez, A.;Hauser, H.",5290748;1173149;528685;1173157,
Vis,2010,5613485,,T,,"Seon Joo Kim;Shaojie Zhuo;Fanbo Deng;Chi-Wing Fu;Brown, M.S.",4658178;4658167;4658158;4015476;485155;4658175,
Vis,2010,5613472,,T,,"Hummel, M.;Garth, C.;Hamann, B.;Hagen, H.;Joy, K.I.",4015450;1250414;4658156;235211;5290738;398875;964506;885694;4658155;5290737,
Vis,2010,5613483,,T,,"Sanyal, J.;Song Zhang;Dyer, J.;Mercer, A.;Amburn, P.;Moorhead, R.J.",5290731;1173145,
Vis,2010,5613459,,T,,"Khoury, M.;Wenger, R.",4015490;4658188;1372234;568103;964515;175782;663875,
Vis,2010,5613490,,T,,"Guetat, A.;Ancel, A.;Marchesin, S.;Dischler, J.-M.",885683;885694;146391;5290780,
Vis,2010,5613506,,T,,"Law, A.J.;Aliaga, D.;Majumder, A.",5290744;1183793;4015470;4376163;885684,
Vis,2010,5613488,,T,,"Bruckner, S.;Moller, T.",235222;809871;1250401;4015446;1250402;729568;5290749;4389013;398859;5290704;4376186;4035762,
Vis,2010,5613482,,T,,"Xiaoru Yuan;He Xiao;Hanqi Guo;Peihong Guo;Kendall, W.;Huang, J.;Yongxian Zhang",5290705;1250412;146402;1183814;4658177;4658164,
Vis,2010,5613470,,T,,"Lindholm, S.;Ljung, P.;Lundstrom, C.;Persson, A.;Ynnerman, A.",5290763;5290764;4658169;1250412;4376159;964516;5290762;4658153;1250413;809932;4015460,
Vis,2010,5613464,,T,,"MÃ¼ller, T.;Grottel, S.;Weiskopf, D.",885709,
Vis,2010,5613462,,T,,"Weinkauf, T.;Theisel, H.",4376209;1532851;4376212;5290737;4376174;1372213;4658156;5290738;1532832;809896;235211;4658155;4376175,
Vis,2010,5613502,,T,,"Schultz, T.;Kindlmann, G.",809905;4015499;745294;4015482;175773;5290754;4015498;5290756;5613473;398849;1250414;346326;663929;1183797;1250376;1532774;1372188;4015487,
Vis,2010,5613475,,T,,"Wei Zeng;Marino, J.;Chaitanya Gurijala, K.;Xianfeng Gu;Kaufman, A.",1532806;4015440;1372206;4015443,
Vis,2010,5613503,,T,,"Tateosian, L.;Mitasova, H.;Harmon, B.;Fogleman, B.;Weaver, K.;Harmon, R.",809890,
Vis,2010,5613468,,T,,"Paulovich, F.V.;Silva, C.T.;Nonato, L.G.",1173159;567787;4658134;5290770;1382891;4376155;4658123;1173161,
Vis,2010,5613476,,T,,"Prassni, J.-S.;Ropinski, T.;Hinrichs, K.",1532855;1250370;5290762;4376198;1532807;1250369,
Vis,2010,5613493,,T,,"Ziyi Zheng;Wei Xu;Mueller, K.",809908;175805;5290733;4015500;346331;1372173;5290780,
Vis,2010,5613500,,T,,"Marchesin, S.;Cheng-Kai Chen;Ho, C.;Kwan-Liu Ma",1532831;4376173;346312;1183789;4015453;885690;745295;1532832;1532834;5290761,
Vis,2010,5613467,,T,,"Gerber, S.;Bremer, P.-T.;Pascucci, V.;Whitaker, R.T.",1372235;4376171;4015464;4376172;4376169;1532839,
Vis,2010,5613489,,T,,"Amirkhanov, A.;Heinzl, C.;Reiter, M.;Groller, E.",4015449;1532834;1532833,
Vis,2010,5613497,,T,,"Tikhonova, A.;Correa, C.;Kwan-Liu Ma",4376159;568112;1183758,
Vis,2010,5613501,,T,,"Jones, C.;Kwan-Liu Ma",5290734;1532850;5290707;4658152,
Vis,2010,5613481,,T,,"Zhang, N.;Xiangmin Zhou;Yunhe Shen;Sweet, R.",1250358;1250360,
Vis,2010,5613487,,T,,"Waser, J.;Fuchs, R.;Ribicic, H.;Schindler, B.;Bloschl, G.;Groller, E.",1173149;1382904;809871;1532143;5290745;398857;4658193;4376146;745289,
VAST,2010,5652392,,C,,"Ingram, S.;Munzner, T.;Irvine, V.;Tory, M.;Bergner, S.;MÃ¶ller, T.",1249013;346302;4015439;1249015;5290704;1382893,
VAST,2010,5652398,,C,,"Migut, M.;Worring, M.",4376144;1532139;5332628;729568;5290745;885086;4376140;4677369;346302;4658123,
VAST,2010,5652433,,C,,"Albuquerque, G.;Eisemann, M.;Lehmann, D.J.;Theisel, H.;Magnor, M.",1532145;1532142;663916;4035766;5332628;4658161,
VAST,2010,5652443,,C,,Jaegul Choo;Hanseung Lee;Jaeyeon Kihm;Haesun Park,5332629;1249015;1382891;5290704,
VAST,2010,5652450,,C,,"Ferdosi, B.J.;Buddelmeijer, H.;Trager, S.;Wilkinson, M.H.F.;Roerdink, J.B.T.",,
VAST,2010,5652460,,C,,"Yu-Hsuan Chan;Correa, C.;Kwan-Liu Ma",4658159;4677368;5332611;4389000;4015424;4658123,
VAST,2010,5652467,,C,,Zicheng Liao;Yizhou Yu;Baoquan Chen,5290707,
VAST,2010,5652478,,C,,"Andrienko, G.;Andrienko, N.;Mladenov, M.;Mock, M.;Politz, C.",801851;4376136,
VAST,2010,5652484,,C,,"Garg, S.;Ramakrishnan, I.;Mueller, K.",4677352;4677350;5332584;4388990;5333428;4376142,
VAST,2010,5652520,,C,,"Weaver, C.",4658129;4015419;4035749;1382904;4015439;1173158;346302;729560;4376154;4376133;4389006;1532129;1382905,
VAST,2010,5652530,,C,,"Ziegler, H.;Jenny, M.;Gruse, T.;Keim, D.A.",963273;636789;963288;801851;1249027,
VAST,2010,5652940,,C,,"Oesterling, P.;Scheuermann, G.;Teresniak, S.;Heyer, G.;Koch, S.;Ertl, T.;Weber, G.H.",5333564;4376169;146402;528686;5332629;5290728,
VAST,2010,5652931,,C,,"Shi, L.;Furu Wei;Shixia Liu;Li Tan;Xiaoxiao Lian;Zhou, M.X.",5333443;4389005;4658133;5290722;4658136;5290726;1173155;801866;4389006;1532122;885097,
VAST,2010,5652932,,C,,"Haeyong Chung;Seungwon Yang;Massjouni, N.;Andrews, C.;Kanna, R.;North, C.",5290715;4389006;5333245;4677362;4376131;4677366,
VAST,2010,5652922,,C,,"Diakopoulos, N.;Naaman, M.;Kivran-Swaine, F.",5333437;5333443;5333878;4677364,
VAST,2010,5652926,,C,,"Oelke, D.;Spretke, D.;Stoffel, A.;Keim, D.A.",4389004,
VAST,2010,5652910,,C,,"Zhicheng Liu;Bongshin Lee;Kandula, S.;Mahajan, R.",4015419;4376129;5333878;4389006;4035746,
VAST,2010,5652895,,C,,"Tomaszewski, B.;MacEachren, A.M.",,
VAST,2010,5652896,,C,,"Boukhelifa, N.;Chevalier, F.;Fekete, J.",,
VAST,2010,5652885,,C,,"Yang Chen;Barlowe, S.;Jing Yang",146375;1532136;4376134;4677365;4376131;5290723,
VAST,2010,5652890,,C,,"Jing Jin;Szekely, P.",4035762;4035754,
VAST,2010,5652879,,C,,"Mahyar, N.;Sarvghad, A.;Tory, M.",4658129;4677358;4376145;5333020;4677365;5333023;4376131,
VAST,2010,5652880,,C,,"Isenberg, P.;Fisher, D.;Morris, M.R.;Inkpen, K.;Czerwinski, M.",4035757;4389006;4035758;4376131;4677358;4376145,
VAST,2010,5653598,,C,,"Lipford, H.R.;Stukes, F.;Wenwen Dou;Hawkins, M.E.;Chang, R.",4658129;4388992;4677365;4677360;4389009,
VAST,2010,5653599,,C,,"Wenwen Dou;Ziemkiewicz, C.;Harrison, L.;Dong Hyun Jeong;Ryan, R.;Ribarsky, W.;Xiaoyu Wang;Chang, R.",4376144;4658127,
VAST,2010,5653587,,C,,"Green, T.M.;Fisher, B.",,
VAST,2010,5653580,X,M,,"Andrienko, G.;Andrienko, N.",,
VAST,2010,5651694,X,M,,"Berger, W.;Piringer, H.",,
VAST,2010,5651676,X,M,,"Bernard, J.;von Landesberger, T.;Bremm, S.;Schreck, T.",,
VAST,2010,5651617,X,M,,"Dudzic, S.;Godwin, J.A.;Kilgore, R.M.",,
VAST,2010,5651192,X,M,,"Godwin, J.A.;Kilgore, R.M.",,
VAST,2010,5650854,X,M,,"Green, T.M.;Maciejewski, R.;DiPaola, S.",,
VAST,2010,5650815,X,M,,"Gutman, M.;Eosco, G.;Zappa, M.;Weaver, C.",,
VAST,2010,5650766,X,M,,"Hao, M.C.;Marwah, M.;Janetzko, H.;Keim, D.A.;Dayal, U.;Sharma, R.;Patnaik, D.;Ramakrishnan, N.",,
VAST,2010,5652951,X,M,,"Hoeber, O.;Wilson, G.;Harding, S.;Enguehard, R.;Devillers, R.",,
VAST,2010,5652958,X,M,,"Dong Hyun Jeong;Suma, E.;Butkiewicz, T.;Ribarsky, W.;Chang, R.",,
VAST,2010,5652968,X,M,,"Joorabchi, M.E.;Ji-Dong Yim;Shaw, C.",,
VAST,2010,5649905,X,M,,"Joorabchi, M.E.;Ji-Dong Yim;Joorabchi, M.E.;Shaw, C.",,
VAST,2010,5652532,X,M,,"Joshi, S.H.;Bowman, I.;Van Horn, J.D.",,
VAST,2010,5654445,X,M,,"May, T.;Davey, J.;Kohlhammer, J.",,
VAST,2010,5654451,X,M,,"Mokhtari, M.;Boivin, E.;Laurendeau, D.;Girardin, M.",,
VAST,2010,5653822,X,M,,"Monson, E.E.;Guangliang Chen;Brady, R.;Maggioni, M.",,
VAST,2010,5650251,X,M,,"Nafari, M.;Weaver, C.",,
VAST,2010,5650219,X,M,,"Overby, D.;Keyser, J.;Wall, J.",,
VAST,2010,5650199,X,M,,"Ray, W.C.",,
VAST,2010,5650177,X,M,,"Ruppert, T.;Kohlhammer, J.",,
VAST,2010,5649831,X,M,,"Talbot, J.;Hanrahan, P.",,
InfoVis,2010,5613455,,T,,"Forbes, A.;Hollerer, T.;Legrady, G.",1382905;567746_1;636761;5290695,
InfoVis,2010,5613451,,T,,"Dork, M.;Gruen, D.;Williamson, C.;Carpendale, S.",5333443;4376134;4658136;4658131;1532133;1249028;4677364;5333437,
InfoVis,2010,5613441,,T,,"Talbot, J.;Lin, S.;Hanrahan, P.",,
InfoVis,2010,5613440,,T,,"Lex, A.;Streit, M.;Partl, C.;Kashofer, K.;Schmalstieg, D.",568118;146402;4015425;4376153;4376152;5290692;885086,
InfoVis,2010,5613453,,T,,"Heer, J.;Bostock, M.",5290720;4015439;1382904;4376131;5290702;235219;5290718;5290719;4376146;1382905;885086,
InfoVis,2010,5613432,,T,,"Hoi Ying Tsang;Tory, M.;Swindells, C.",5290698;5290701;4658133,
InfoVis,2010,5613433,,T,,"Borgo, R.;Proctor, K.;Chen, M.;Jänicke, H.;Murray, T.;Thornton, I.M.",480803,
InfoVis,2010,5613456,,T,,"Nan Cao;Jimeng Sun;Yu-Ru Lin;Gotz, D.;Shixia Liu;Huamin Qu",4015419;5333443;885098;5290725;4658140;4658133;5290723;5290722;1532126;4015432;4015425;745302;5290726;528686;4015423,
InfoVis,2010,5613445,,T,,"Bezerianos, A.;Dragicevic, P.;Fekete, J.;Juhee Bae;Watson, B.",1173156;1532124,
InfoVis,2010,5613434,,T,,"Wickham, H.;Cook, D.;Hofmann, H.;Buja, A.",4376131,
InfoVis,2010,5613429,,T,,"Javed, W.;McDonnel, B.;Elmqvist, N.",4658136;4376151;4376143;801851;4658146;1532144,
InfoVis,2010,5613428,,T,,"O'Brien, T.M.;Ritz, A.M.;Raphael, B.J.;Laidlaw, D.H.",5290720;5290692,
InfoVis,2010,5613431,,T,,"Grammel, L.;Tory, M.;Storey, M.",4376144;4015420;4376134;5333878;4658124;4035745;4376131;4677358;4677365;4376143;1532136;729560;4376133;885086;963289;885092;4658129,
InfoVis,2010,5613438,,T,,"Ziemkiewicz, C.;Kosara, R.",4658146,
InfoVis,2010,5613458,,T,,"Koh, K.;Bongshin Lee;Bohyoung Kim;Jinwook Seo",4376134;4376144;5290722;5333443;1249031,
InfoVis,2010,5613435,,T,,"Feng, D.;Kwock, L.;Yueh Lee;Taylor, R.M.",4658159;963286;4658166;5290705;1173145;5290770;809866;5290731;4015444;1382892;346302;4658123;5290765,
InfoVis,2010,5613437,,T,,"Zhicheng Liu;Stasko, J.",5290711;4658147;963289;5290700;4376144;5290708;4658124;4658138;4658127;4677365,
InfoVis,2010,5613427,,T,,"Meyer, M.;Munzner, T.;DePace, A.;Pfister, H.",4015439;4376151;4376132;5290692,
InfoVis,2010,5613452,,T,,"Segel, E.;Heer, J.",4376131;4376146;4658129;4388992,
InfoVis,2010,5613424,,T,,"Speckmann, B.;Verbeek, K.",1382888;4658149,
InfoVis,2010,5613449,,T,,"Yingcai Wu;Furu Wei;Shixia Liu;Au, N.;Weiwei Cui;Hong Zhou;Huamin Qu",4035748;5290722;5332611;4658130;5333919;1173151,
