rank,abbrv,country,value,delta,year
1,JPN,Japan,2.230778,0,1995
2,SWE,Sweden,1.781618,0,1995
3,USA,United States,1.736209,0,1995
4,FIN,Finland,1.729654,0,1995
5,CHE,Switzerland,1.650257,0,1995
6,GBR,United Kingdom,1.608034,0,1995
7,NOR,Norway,1.59853,0,1995
8,DEU,Germany,1.589677,0,1995
9,AUT,Austria,1.574626,0,1995
10,ITA,Italy,1.534427,0,1995
11,FRA,France,1.477457,0,1995
12,SVN,Slovenia,1.458654,0,1995
13,CZE,Czech Republic,1.447684,0,1995
14,CAN,Canada,1.43304,0,1995
15,DNK,Denmark,1.400294,0,1995
16,IRL,Ireland,1.364089,0,1995
17,ISR,Israel,1.358524,0,1995
18,BEL,Belgium,1.302135,0,1995
19,ESP,Spain,1.301992,0,1995
20,SGP,Singapore,1.256978,0,1995
21,KOR,"Korea, Rep.",1.253816,0,1995
22,SVK,Slovak Republic,1.251518,0,1995
23,NLD,Netherlands,1.246024,0,1995
24,HKG,Hong Kong,1.172994,0,1995
25,GEO,Georgia,1.036606,0,1995
26,NZL,New Zealand,0.971807,0,1995
27,HUN,Hungary,0.9341604,0,1995
28,POL,Poland,0.8727257,0,1995
29,AUS,Australia,0.8352723,0,1995
30,MYS,Malaysia,0.7874678,0,1995
31,HRV,Croatia,0.7739633,0,1995
32,SAU,Saudi Arabia,0.7528722,0,1995
33,MEX,Mexico,0.750508,0,1995
34,PRT,Portugal,0.7048274,0,1995
35,ROU,Romania,0.6719842,0,1995
36,CHN,China,0.6502548,0,1995
37,BRA,Brazil,0.6318454,0,1995
38,BLR,Belarus,0.6062952,0,1995
39,EST,Estonia,0.5909622,0,1995
40,UKR,Ukraine,0.5424299,0,1995
41,ZAF,South Africa,0.5186074,0,1995
42,BGR,Bulgaria,0.5080408,0,1995
43,URY,Uruguay,0.4887366,0,1995
44,MKD,Macedonia,0.4464953,0,1995
45,RUS,Russia,0.4438498,0,1995
46,LTU,Lithuania,0.4316534,0,1995
47,KWT,Kuwait,0.4252711,0,1995
48,TTO,Trinidad and Tobago,0.381656,0,1995
49,VEN,Venezuela,0.3809065,0,1995
50,MDA,Moldova,0.3691221,0,1995
51,KGZ,Kyrgyzstan,0.3680094,0,1995
52,THA,Thailand,0.3496226,0,1995
53,LVA,Latvia,0.3477746,0,1995
54,IND,India,0.3256658,0,1995
55,PAN,Panama,0.3047935,0,1995
56,ARE,United Arab Emirates,0.2718137,0,1995
57,KAZ,Kazakhstan,0.2530501,0,1995
58,TUR,Turkey,0.2509196,0,1995
59,JOR,Jordan,0.2494796,0,1995
60,ARG,Argentina,0.2380063,0,1995
61,GRC,Greece,0.2203265,0,1995
62,BIH,Bosnia and Herzegovina,0.2133998,0,1995
63,LBN,Lebanon,0.0626406,0,1995
64,SLV,El Salvador,0.0406351,0,1995
65,COL,Colombia,0.0228792,0,1995
66,OMN,Oman,0.0127462,0,1995
67,CHL,Chile,-0.0368232,0,1995
68,TJK,Tajikistan,-0.0591346,0,1995
69,ZWE,Zimbabwe,-0.0801841,0,1995
70,AZE,Azerbaijan,-0.1125483,0,1995
71,TUN,Tunisia,-0.1223078,0,1995
72,GTM,Guatemala,-0.1731344,0,1995
73,EGY,Egypt,-0.1745195,0,1995
74,MUS,Mauritius,-0.1941523,0,1995
75,DZA,Algeria,-0.2026349,0,1995
76,QAT,Qatar,-0.2249741,0,1995
77,LBY,Libya,-0.2496125,0,1995
78,KEN,Kenya,-0.2797371,0,1995
79,CUB,Cuba,-0.2860444,0,1995
80,PRY,Paraguay,-0.292308,0,1995
81,CRI,Costa Rica,-0.2943765,0,1995
82,PHL,Philippines,-0.2956235,0,1995
83,IDN,Indonesia,-0.3051147,0,1995
84,PER,Peru,-0.3288234,0,1995
85,ZMB,Zambia,-0.3742816,0,1995
86,ALB,Albania,-0.4121528,0,1995
87,UZB,Uzbekistan,-0.4690471,0,1995
88,MAR,Morocco,-0.5175999,0,1995
89,BOL,Bolivia,-0.5599661,0,1995
90,NIC,Nicaragua,-0.5883789,0,1995
91,MNG,Mongolia,-0.5965036,0,1995
92,PAK,Pakistan,-0.6537227,0,1995
93,DOM,Dominican Republic,-0.6593357,0,1995
94,COG,Congo,-0.7000216,0,1995
95,LBR,Liberia,-0.7521108,0,1995
96,HND,Honduras,-0.7861783,0,1995
97,LKA,Sri Lanka,-0.8006204,0,1995
98,IRN,Iran,-0.8826827,0,1995
99,ECU,Ecuador,-0.8860389,0,1995
100,CIV,Cote d'Ivoire,-0.9148443,0,1995
101,JAM,Jamaica,-0.9253792,0,1995
102,VNM,Viet Nam,-0.9545316,0,1995
103,MLI,Mali,-0.9673965,0,1995
104,TKM,Turkmenistan,-0.9811876,0,1995
105,SYR,Syrian Arab Republic,-0.9814281,0,1995
106,BGD,Bangladesh,-1.042629,0,1995
107,UGA,Uganda,-1.114522,0,1995
108,SDN,Sudan,-1.114823,0,1995
109,MWI,Malawi,-1.144665,0,1995
110,MOZ,Mozambique,-1.199746,0,1995
111,MDG,Madagascar,-1.237573,0,1995
112,SEN,Senegal,-1.258155,0,1995
113,CMR,Cameroon,-1.318325,0,1995
114,TZA,Tanzania,-1.38526,0,1995
115,LAO,Lao PDR,-1.39556,0,1995
116,KHM,Cambodia,-1.452692,0,1995
117,GHA,Ghana,-1.600537,0,1995
118,YEM,Yemen,-1.610497,0,1995
119,ETH,Ethiopia,-1.61944,0,1995
120,GIN,Guinea,-1.655363,0,1995
121,GAB,Gabon,-2.14217,0,1995
122,MRT,Mauritania,-2.307936,0,1995
123,NGA,Nigeria,-2.599052,0,1995
124,AGO,Angola,-3.037427,0,1995
125,PNG,Papua New Guinea,-3.068323,0,1995
1,JPN,Japan,2.350087,0,1996
2,USA,United States,1.81024,1,1996
3,SWE,Sweden,1.780068,-1,1996
4,FIN,Finland,1.778448,0,1996
5,CHE,Switzerland,1.724955,0,1996
6,GBR,United Kingdom,1.648306,0,1996
7,NOR,Norway,1.645749,0,1996
8,DEU,Germany,1.633386,0,1996
9,AUT,Austria,1.620716,0,1996
10,CZE,Czech Republic,1.546996,3,1996
11,ITA,Italy,1.546468,-1,1996
12,SVN,Slovenia,1.49229,0,1996
13,FRA,France,1.482628,-2,1996
14,CAN,Canada,1.481889,0,1996
15,DNK,Denmark,1.397705,0,1996
16,IRL,Ireland,1.342444,0,1996
17,KOR,"Korea, Rep.",1.336725,4,1996
18,ISR,Israel,1.332949,-1,1996
19,ESP,Spain,1.329014,0,1996
20,BEL,Belgium,1.298773,-2,1996
21,NLD,Netherlands,1.29025,2,1996
22,SGP,Singapore,1.276823,-2,1996
23,SVK,Slovak Republic,1.268337,-1,1996
24,HKG,Hong Kong,1.219414,0,1996
25,UKR,Ukraine,0.9623001,15,1996
26,HUN,Hungary,0.9159251,1,1996
27,RUS,Russia,0.905502,18,1996
28,POL,Poland,0.9017662,0,1996
29,NZL,New Zealand,0.893297,-3,1996
30,AUS,Australia,0.8676862,-1,1996
31,MYS,Malaysia,0.8622728,-1,1996
32,MEX,Mexico,0.8376275,1,1996
33,HRV,Croatia,0.8302519,-2,1996
34,BLR,Belarus,0.8236224,4,1996
35,BIH,Bosnia and Herzegovina,0.7336918,27,1996
36,BRA,Brazil,0.6874298,1,1996
37,PRT,Portugal,0.6841499,-3,1996
38,SAU,Saudi Arabia,0.6718279,-6,1996
39,CHN,China,0.6653916,-3,1996
40,EST,Estonia,0.6530103,-1,1996
41,ROU,Romania,0.6513771,-6,1996
42,BGR,Bulgaria,0.6461319,0,1996
43,KAZ,Kazakhstan,0.5105094,14,1996
44,LTU,Lithuania,0.4796297,2,1996
45,ZAF,South Africa,0.473394,-4,1996
46,GEO,Georgia,0.4712918,-21,1996
47,LVA,Latvia,0.4481497,6,1996
48,MKD,Macedonia,0.3758242,-4,1996
49,TTO,Trinidad and Tobago,0.3614398,-1,1996
50,ARE,United Arab Emirates,0.3470237,6,1996
51,KGZ,Kyrgyzstan,0.3246746,0,1996
52,GRC,Greece,0.3126315,9,1996
53,KWT,Kuwait,0.3097863,-6,1996
54,IND,India,0.2791773,0,1996
55,URY,Uruguay,0.2765543,-12,1996
56,TUR,Turkey,0.2675386,2,1996
57,THA,Thailand,0.2638242,-5,1996
58,AZE,Azerbaijan,0.2535637,12,1996
59,COL,Colombia,0.1899395,6,1996
60,MDA,Moldova,0.1851605,-10,1996
61,JOR,Jordan,0.1727849,-2,1996
62,ARG,Argentina,0.1546547,-2,1996
63,PAN,Panama,0.104824,-8,1996
64,CHL,Chile,0.0891381,3,1996
65,VEN,Venezuela,0.0840888,-16,1996
66,LBN,Lebanon,-0.0543369,-3,1996
67,SLV,El Salvador,-0.0707919,-3,1996
68,DZA,Algeria,-0.0947826,7,1996
69,PHL,Philippines,-0.1208568,13,1996
70,OMN,Oman,-0.133122,-4,1996
71,MNG,Mongolia,-0.1893872,20,1996
72,TUN,Tunisia,-0.2147599,-1,1996
73,ALB,Albania,-0.2308179,13,1996
74,TJK,Tajikistan,-0.2593375,-6,1996
75,GTM,Guatemala,-0.2707994,-3,1996
76,IDN,Indonesia,-0.3151047,7,1996
77,UZB,Uzbekistan,-0.3447033,10,1996
78,ZMB,Zambia,-0.3658254,7,1996
79,PER,Peru,-0.3691599,5,1996
80,MUS,Mauritius,-0.3797889,-6,1996
81,QAT,Qatar,-0.4318282,-5,1996
82,CRI,Costa Rica,-0.4380419,-1,1996
83,EGY,Egypt,-0.4414678,-10,1996
84,ZWE,Zimbabwe,-0.4506385,-15,1996
85,JAM,Jamaica,-0.4923333,16,1996
86,KEN,Kenya,-0.5209967,-8,1996
87,DOM,Dominican Republic,-0.5680624,6,1996
88,CUB,Cuba,-0.585657,-9,1996
89,LBY,Libya,-0.5913343,-12,1996
90,PAK,Pakistan,-0.6111035,2,1996
91,MAR,Morocco,-0.6479255,-3,1996
92,HND,Honduras,-0.6535358,4,1996
93,PRY,Paraguay,-0.6652347,-13,1996
94,SEN,Senegal,-0.6689872,18,1996
95,BOL,Bolivia,-0.6920497,-6,1996
96,LAO,Lao PDR,-0.7228585,19,1996
97,IRN,Iran,-0.8227521,1,1996
98,NIC,Nicaragua,-0.8292611,-8,1996
99,LKA,Sri Lanka,-0.8484114,-2,1996
100,VNM,Viet Nam,-0.8775903,2,1996
101,BGD,Bangladesh,-0.9513942,5,1996
102,TKM,Turkmenistan,-0.9649485,2,1996
103,CIV,Cote d'Ivoire,-0.9662244,-3,1996
104,MLI,Mali,-1.066655,-1,1996
105,GAB,Gabon,-1.085962,16,1996
106,UGA,Uganda,-1.227941,1,1996
107,SYR,Syrian Arab Republic,-1.244688,-2,1996
108,LBR,Liberia,-1.266167,-13,1996
109,ECU,Ecuador,-1.273743,-10,1996
110,KHM,Cambodia,-1.330116,6,1996
111,MDG,Madagascar,-1.347701,0,1996
112,GHA,Ghana,-1.414771,5,1996
113,MWI,Malawi,-1.44347,-4,1996
114,SDN,Sudan,-1.481678,-6,1996
115,GIN,Guinea,-1.516744,5,1996
116,MRT,Mauritania,-1.548928,6,1996
117,ETH,Ethiopia,-1.562405,2,1996
118,COG,Congo,-1.563186,-24,1996
119,MOZ,Mozambique,-1.657636,-9,1996
120,TZA,Tanzania,-1.671944,-6,1996
121,CMR,Cameroon,-1.739516,-8,1996
122,YEM,Yemen,-1.781786,-4,1996
123,NGA,Nigeria,-2.175412,0,1996
124,AGO,Angola,-2.308671,0,1996
125,PNG,Papua New Guinea,-2.669114,0,1996
1,JPN,Japan,2.198547,0,1997
2,USA,United States,1.688444,0,1997
3,SWE,Sweden,1.662463,0,1997
4,FIN,Finland,1.645306,0,1997
5,CHE,Switzerland,1.632135,0,1997
6,DEU,Germany,1.553985,2,1997
7,NOR,Norway,1.526217,0,1997
8,GBR,United Kingdom,1.520459,-2,1997
9,AUT,Austria,1.511243,0,1997
10,SVN,Slovenia,1.485593,2,1997
11,CZE,Czech Republic,1.446395,-1,1997
12,ITA,Italy,1.430047,-1,1997
13,FRA,France,1.419939,0,1997
14,CAN,Canada,1.394156,0,1997
15,DNK,Denmark,1.337635,0,1997
16,ISR,Israel,1.321596,2,1997
17,IRL,Ireland,1.296119,-1,1997
18,KOR,"Korea, Rep.",1.270023,-1,1997
19,SVK,Slovak Republic,1.235957,4,1997
20,ESP,Spain,1.207123,-1,1997
21,BEL,Belgium,1.205545,-1,1997
22,NLD,Netherlands,1.192798,-1,1997
23,SGP,Singapore,1.165662,-1,1997
24,HKG,Hong Kong,1.059619,0,1997
25,POL,Poland,0.9487212,3,1997
26,RUS,Russia,0.9342968,1,1997
27,UKR,Ukraine,0.8939528,-2,1997
28,NZL,New Zealand,0.8836659,1,1997
29,HUN,Hungary,0.8434327,-3,1997
30,MEX,Mexico,0.7749543,2,1997
31,AUS,Australia,0.6997238,-1,1997
32,MYS,Malaysia,0.6956831,-1,1997
33,PRT,Portugal,0.6728686,4,1997
34,EST,Estonia,0.664623,6,1997
35,HRV,Croatia,0.656161,-2,1997
36,BLR,Belarus,0.6385111,-2,1997
37,BRA,Brazil,0.58194,-1,1997
38,CHN,China,0.565845,1,1997
39,BGR,Bulgaria,0.563411,3,1997
40,ROU,Romania,0.562241,1,1997
41,LVA,Latvia,0.5401523,6,1997
42,LTU,Lithuania,0.5005984,2,1997
43,ZAF,South Africa,0.5001108,2,1997
44,BIH,Bosnia and Herzegovina,0.4576069,-9,1997
45,SAU,Saudi Arabia,0.4215508,-7,1997
46,ARE,United Arab Emirates,0.3891388,4,1997
47,VEN,Venezuela,0.3738081,18,1997
48,IND,India,0.3631719,6,1997
49,TTO,Trinidad and Tobago,0.3587373,0,1997
50,GEO,Georgia,0.3480719,-4,1997
51,KAZ,Kazakhstan,0.3106197,-8,1997
52,LBN,Lebanon,0.2800259,14,1997
53,COL,Colombia,0.2707126,6,1997
54,PAN,Panama,0.2647582,9,1997
55,MKD,Macedonia,0.2618705,-7,1997
56,GRC,Greece,0.2517299,-4,1997
57,ARG,Argentina,0.2124861,5,1997
58,THA,Thailand,0.2058476,-1,1997
59,TUR,Turkey,0.1914635,-3,1997
60,AZE,Azerbaijan,0.1727644,-2,1997
61,URY,Uruguay,0.1577585,-6,1997
62,JOR,Jordan,0.1574801,-1,1997
63,OMN,Oman,0.1386322,7,1997
64,MDA,Moldova,0.0742319,-4,1997
65,CHL,Chile,0.0292652,-1,1997
66,SLV,El Salvador,0.02379,1,1997
67,KWT,Kuwait,-0.078642,-14,1997
68,PHL,Philippines,-0.1047745,1,1997
69,KGZ,Kyrgyzstan,-0.1250654,-18,1997
70,TUN,Tunisia,-0.1724971,2,1997
71,CRI,Costa Rica,-0.2455635,11,1997
72,ALB,Albania,-0.2699647,1,1997
73,EGY,Egypt,-0.2831763,10,1997
74,GTM,Guatemala,-0.3194298,1,1997
75,IRN,Iran,-0.3535018,22,1997
76,MUS,Mauritius,-0.3546717,4,1997
77,MNG,Mongolia,-0.3997059,-6,1997
78,DZA,Algeria,-0.4193666,-10,1997
79,IDN,Indonesia,-0.4443704,-3,1997
80,KEN,Kenya,-0.4712559,6,1997
81,ZWE,Zimbabwe,-0.4740455,3,1997
82,TJK,Tajikistan,-0.4902004,-8,1997
83,PER,Peru,-0.5324302,-4,1997
84,QAT,Qatar,-0.5376607,-3,1997
85,SEN,Senegal,-0.5411537,9,1997
86,MAR,Morocco,-0.5503844,5,1997
87,CUB,Cuba,-0.5741181,1,1997
88,PRY,Paraguay,-0.6176773,5,1997
89,UZB,Uzbekistan,-0.629512,-12,1997
90,LBR,Liberia,-0.6316412,18,1997
91,DOM,Dominican Republic,-0.6363505,-4,1997
92,JAM,Jamaica,-0.6680835,-7,1997
93,ZMB,Zambia,-0.6775023,-15,1997
94,LBY,Libya,-0.6958333,-5,1997
95,PAK,Pakistan,-0.7112408,-5,1997
96,HND,Honduras,-0.7683275,-4,1997
97,LAO,Lao PDR,-0.7964295,-1,1997
98,TKM,Turkmenistan,-0.8021246,4,1997
99,NIC,Nicaragua,-0.8880966,-1,1997
100,CIV,Cote d'Ivoire,-0.8885643,3,1997
101,LKA,Sri Lanka,-0.8902299,-2,1997
102,VNM,Viet Nam,-0.9138902,-2,1997
103,BOL,Bolivia,-0.9267644,-8,1997
104,BGD,Bangladesh,-0.9448331,-3,1997
105,MOZ,Mozambique,-1.024734,14,1997
106,UGA,Uganda,-1.218762,0,1997
107,ECU,Ecuador,-1.253755,2,1997
108,MLI,Mali,-1.270627,-4,1997
109,GAB,Gabon,-1.29147,-4,1997
110,SYR,Syrian Arab Republic,-1.296596,-3,1997
111,MDG,Madagascar,-1.346523,0,1997
112,GHA,Ghana,-1.36426,0,1997
113,MWI,Malawi,-1.378446,0,1997
114,TZA,Tanzania,-1.402469,6,1997
115,SDN,Sudan,-1.419982,-1,1997
116,ETH,Ethiopia,-1.520139,1,1997
117,KHM,Cambodia,-1.540218,-7,1997
118,CMR,Cameroon,-1.558053,3,1997
119,COG,Congo,-1.565103,-1,1997
120,AGO,Angola,-1.635888,4,1997
121,GIN,Guinea,-1.869685,-6,1997
122,YEM,Yemen,-1.980825,0,1997
123,MRT,Mauritania,-2.052597,-7,1997
124,NGA,Nigeria,-2.308362,-1,1997
125,PNG,Papua New Guinea,-2.746984,0,1997
1,JPN,Japan,2.257462,0,1998
2,USA,United States,1.73744,0,1998
3,FIN,Finland,1.70836,1,1998
4,SWE,Sweden,1.677852,-1,1998
5,CHE,Switzerland,1.645895,0,1998
6,NOR,Norway,1.588519,1,1998
7,GBR,United Kingdom,1.577458,1,1998
8,DEU,Germany,1.536154,-2,1998
9,AUT,Austria,1.507809,0,1998
10,CZE,Czech Republic,1.48907,1,1998
11,SVN,Slovenia,1.449938,-1,1998
12,FRA,France,1.42503,1,1998
13,ITA,Italy,1.417892,-1,1998
14,CAN,Canada,1.378503,0,1998
15,IRL,Ireland,1.374144,2,1998
16,DNK,Denmark,1.338421,-1,1998
17,ISR,Israel,1.273454,-1,1998
18,KOR,"Korea, Rep.",1.263982,0,1998
19,BEL,Belgium,1.24426,2,1998
20,SVK,Slovak Republic,1.237319,-1,1998
21,ESP,Spain,1.217876,-1,1998
22,NLD,Netherlands,1.212894,0,1998
23,SGP,Singapore,1.195645,0,1998
24,HKG,Hong Kong,1.088765,0,1998
25,BLR,Belarus,1.031446,11,1998
26,RUS,Russia,0.9884172,0,1998
27,HUN,Hungary,0.9689667,2,1998
28,POL,Poland,0.9642417,-3,1998
29,UKR,Ukraine,0.9309343,-2,1998
30,NZL,New Zealand,0.8952847,-2,1998
31,EST,Estonia,0.8213027,3,1998
32,HRV,Croatia,0.7190648,3,1998
33,BRA,Brazil,0.6950715,4,1998
34,SAU,Saudi Arabia,0.6897745,11,1998
35,MYS,Malaysia,0.6790742,-3,1998
36,AUS,Australia,0.6707405,-5,1998
37,MEX,Mexico,0.6590667,-7,1998
38,PRT,Portugal,0.6180145,-5,1998
39,CHN,China,0.6137766,-1,1998
40,GEO,Georgia,0.5903344,10,1998
41,ZAF,South Africa,0.5462025,2,1998
42,ARE,United Arab Emirates,0.4831995,4,1998
43,LVA,Latvia,0.471976,-2,1998
44,BGR,Bulgaria,0.4609394,-5,1998
45,COL,Colombia,0.3969592,8,1998
46,LTU,Lithuania,0.3890978,-4,1998
47,ROU,Romania,0.3890223,-7,1998
48,JOR,Jordan,0.3566589,14,1998
49,TTO,Trinidad and Tobago,0.3344758,0,1998
50,PAN,Panama,0.334147,4,1998
51,BIH,Bosnia and Herzegovina,0.3236567,-7,1998
52,IND,India,0.3201287,-4,1998
53,VEN,Venezuela,0.308673,-6,1998
54,THA,Thailand,0.2731878,4,1998
55,AZE,Azerbaijan,0.2721064,5,1998
56,URY,Uruguay,0.2530643,5,1998
57,ARG,Argentina,0.247018,0,1998
58,GRC,Greece,0.2445025,-2,1998
59,LBN,Lebanon,0.2146244,-7,1998
60,KAZ,Kazakhstan,0.2097177,-9,1998
61,MKD,Macedonia,0.1681852,-6,1998
62,TUR,Turkey,0.1636537,-3,1998
63,CHL,Chile,0.0730867,2,1998
64,SLV,El Salvador,-0.0957695,2,1998
65,OMN,Oman,-0.103287,-2,1998
66,KWT,Kuwait,-0.1094974,1,1998
67,TUN,Tunisia,-0.1175151,3,1998
68,MDA,Moldova,-0.1521724,-4,1998
69,PHL,Philippines,-0.2453112,-1,1998
70,ALB,Albania,-0.2517397,2,1998
71,GTM,Guatemala,-0.2533727,3,1998
72,PRY,Paraguay,-0.3039204,16,1998
73,CRI,Costa Rica,-0.3161056,-2,1998
74,IRN,Iran,-0.3186968,1,1998
75,ZMB,Zambia,-0.3349423,18,1998
76,CUB,Cuba,-0.3365016,11,1998
77,KGZ,Kyrgyzstan,-0.3502748,-8,1998
78,IDN,Indonesia,-0.3545784,1,1998
79,SEN,Senegal,-0.35635,6,1998
80,PER,Peru,-0.3884531,3,1998
81,MUS,Mauritius,-0.4208903,-5,1998
82,LBY,Libya,-0.4250859,12,1998
83,EGY,Egypt,-0.4310933,-10,1998
84,ZWE,Zimbabwe,-0.4722912,-3,1998
85,KEN,Kenya,-0.483131,-5,1998
86,DZA,Algeria,-0.5035517,-8,1998
87,UZB,Uzbekistan,-0.5327449,2,1998
88,TKM,Turkmenistan,-0.6154481,10,1998
89,MNG,Mongolia,-0.6364384,-12,1998
90,MAR,Morocco,-0.6938604,-4,1998
91,BOL,Bolivia,-0.7227686,12,1998
92,JAM,Jamaica,-0.7291461,0,1998
93,QAT,Qatar,-0.7603429,-9,1998
94,LKA,Sri Lanka,-0.7955295,7,1998
95,PAK,Pakistan,-0.8102005,0,1998
96,TJK,Tajikistan,-0.8180963,-14,1998
97,LBR,Liberia,-0.8239523,-7,1998
98,DOM,Dominican Republic,-0.8320653,-7,1998
99,MOZ,Mozambique,-0.8518941,6,1998
100,NIC,Nicaragua,-0.8534415,-1,1998
101,VNM,Viet Nam,-0.9020358,1,1998
102,CIV,Cote d'Ivoire,-0.9235402,-2,1998
103,HND,Honduras,-0.9542947,-7,1998
104,TZA,Tanzania,-0.9636697,10,1998
105,SYR,Syrian Arab Republic,-1.028439,5,1998
106,ECU,Ecuador,-1.056702,1,1998
107,BGD,Bangladesh,-1.074903,-3,1998
108,MRT,Mauritania,-1.132951,15,1998
109,UGA,Uganda,-1.147102,-3,1998
110,SDN,Sudan,-1.205111,5,1998
111,GAB,Gabon,-1.229744,-2,1998
112,MDG,Madagascar,-1.241762,-1,1998
113,MLI,Mali,-1.271864,-5,1998
114,LAO,Lao PDR,-1.336954,-17,1998
115,GHA,Ghana,-1.365866,-3,1998
116,COG,Congo,-1.504853,3,1998
117,ETH,Ethiopia,-1.633542,-1,1998
118,KHM,Cambodia,-1.63367,-1,1998
119,MWI,Malawi,-1.68096,-6,1998
120,NGA,Nigeria,-1.750024,4,1998
121,YEM,Yemen,-1.760613,1,1998
122,GIN,Guinea,-1.95046,-1,1998
123,AGO,Angola,-1.964272,-3,1998
124,PNG,Papua New Guinea,-2.144138,1,1998
125,CMR,Cameroon,-2.334642,-7,1998
1,JPN,Japan,2.259392,0,1999
2,USA,United States,1.798818,0,1999
3,SWE,Sweden,1.753276,1,1999
4,FIN,Finland,1.737874,-1,1999
5,CHE,Switzerland,1.665534,0,1999
6,NOR,Norway,1.659936,0,1999
7,GBR,United Kingdom,1.653967,0,1999
8,DEU,Germany,1.569465,0,1999
9,AUT,Austria,1.493251,0,1999
10,CZE,Czech Republic,1.489445,0,1999
11,SVN,Slovenia,1.445126,0,1999
12,ITA,Italy,1.432075,1,1999
13,FRA,France,1.424385,-1,1999
14,IRL,Ireland,1.346305,1,1999
15,CAN,Canada,1.343786,-1,1999
16,KOR,"Korea, Rep.",1.320284,2,1999
17,DNK,Denmark,1.313993,-1,1999
18,ISR,Israel,1.30797,-1,1999
19,BEL,Belgium,1.246991,0,1999
20,NLD,Netherlands,1.228804,2,1999
21,ESP,Spain,1.227434,0,1999
22,SGP,Singapore,1.224839,1,1999
23,SVK,Slovak Republic,1.220197,-3,1999
24,HKG,Hong Kong,1.12408,0,1999
25,HUN,Hungary,1.01547,2,1999
26,POL,Poland,0.9412037,2,1999
27,NZL,New Zealand,0.879508,3,1999
28,RUS,Russia,0.8698152,-2,1999
29,BLR,Belarus,0.8221147,-4,1999
30,MYS,Malaysia,0.7880561,5,1999
31,MEX,Mexico,0.6951056,6,1999
32,UKR,Ukraine,0.6637864,-3,1999
33,PRT,Portugal,0.6544502,5,1999
34,CHN,China,0.647747,5,1999
35,BRA,Brazil,0.6378757,-2,1999
36,HRV,Croatia,0.633693,-4,1999
37,EST,Estonia,0.6069099,-6,1999
38,AUS,Australia,0.5994686,-2,1999
39,ARE,United Arab Emirates,0.5196877,3,1999
40,ZAF,South Africa,0.4780247,1,1999
41,PAN,Panama,0.4572615,9,1999
42,BIH,Bosnia and Herzegovina,0.445971,9,1999
43,BGR,Bulgaria,0.4265593,1,1999
44,TTO,Trinidad and Tobago,0.3862663,5,1999
45,ROU,Romania,0.3726121,2,1999
46,THA,Thailand,0.3706043,8,1999
47,LTU,Lithuania,0.3653885,-1,1999
48,LVA,Latvia,0.3382494,-5,1999
49,ARG,Argentina,0.3193598,8,1999
50,GEO,Georgia,0.3081948,-10,1999
51,IND,India,0.3075788,1,1999
52,URY,Uruguay,0.3069815,4,1999
53,LBN,Lebanon,0.2928074,6,1999
54,COL,Colombia,0.2415155,-9,1999
55,GRC,Greece,0.2303022,3,1999
56,SAU,Saudi Arabia,0.223088,-22,1999
57,KWT,Kuwait,0.1654287,9,1999
58,TUR,Turkey,0.1063073,4,1999
59,MKD,Macedonia,0.0935277,2,1999
60,VEN,Venezuela,0.0660045,-7,1999
61,OMN,Oman,0.0605232,4,1999
62,JOR,Jordan,-0.0024052,-14,1999
63,CHL,Chile,-0.0112679,0,1999
64,LBR,Liberia,-0.0399864,33,1999
65,ALB,Albania,-0.0677771,5,1999
66,IDN,Indonesia,-0.1148576,12,1999
67,SLV,El Salvador,-0.1556582,-3,1999
68,AZE,Azerbaijan,-0.1928331,-13,1999
69,MDA,Moldova,-0.2034764,-1,1999
70,PHL,Philippines,-0.2188518,-1,1999
71,KAZ,Kazakhstan,-0.2230633,-11,1999
72,CUB,Cuba,-0.2300786,4,1999
73,EGY,Egypt,-0.3030607,10,1999
74,ZWE,Zimbabwe,-0.3285729,10,1999
75,QAT,Qatar,-0.3341228,18,1999
76,MUS,Mauritius,-0.3460932,5,1999
77,TUN,Tunisia,-0.3461502,-10,1999
78,KEN,Kenya,-0.3700917,7,1999
79,CRI,Costa Rica,-0.3851707,-6,1999
80,GTM,Guatemala,-0.4002009,-9,1999
81,KGZ,Kyrgyzstan,-0.4011827,-4,1999
82,ZMB,Zambia,-0.4020682,-7,1999
83,LBY,Libya,-0.4255977,-1,1999
84,PER,Peru,-0.4268168,-4,1999
85,MOZ,Mozambique,-0.4429209,14,1999
86,MNG,Mongolia,-0.5098993,3,1999
87,SEN,Senegal,-0.5526056,-8,1999
88,BOL,Bolivia,-0.5779239,3,1999
89,IRN,Iran,-0.6241348,-15,1999
90,DOM,Dominican Republic,-0.637714,8,1999
91,CIV,Cote d'Ivoire,-0.6547095,11,1999
92,UZB,Uzbekistan,-0.6717333,-5,1999
93,PRY,Paraguay,-0.6995192,-21,1999
94,DZA,Algeria,-0.7028944,-8,1999
95,MAR,Morocco,-0.7030166,-5,1999
96,LKA,Sri Lanka,-0.7261198,-2,1999
97,NIC,Nicaragua,-0.7591553,3,1999
98,HND,Honduras,-0.7806044,5,1999
99,VNM,Viet Nam,-0.8360669,2,1999
100,TJK,Tajikistan,-0.839245,-4,1999
101,JAM,Jamaica,-0.869074,-9,1999
102,PAK,Pakistan,-0.9189806,-7,1999
103,ECU,Ecuador,-0.977856,3,1999
104,GAB,Gabon,-0.9909174,7,1999
105,TKM,Turkmenistan,-0.999139,-17,1999
